,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont
2549,R156,ITF2,Molise,2009,IT,ITF,3874.26064265,2.8722717893788383,6.573013493984721,3.247090884503846,4.817926293123835,5.39659000058694,1.0819199426491055,0.08191994264910551,0.9506712796911719,-0.04932872030882807,0.9588237986398522,-0.04117620136014777,0.971989942277716,-0.028010057722284043,0.9267634227751445,-0.07323657722485555,0.8875762159839097,-0.11242378401609032,1.0819199426491055,0.08191994264910551,1.0,2.2103196866835737
2550,R157,ITF3,Campania,2009,IT,ITF,49002.5895873,2.3992189222313143,2.6742209470582883,3.226204252673988,5.099484088171072,5.7821904821976275,0.9948380249550588,-0.005161975044941203,0.9721104765912375,-0.027889523408762495,1.0351005047055897,0.035100504705589675,1.0081951714066326,0.008195171406632618,1.0476011653322752,0.04760116533227521,1.074383214777529,0.07438321477752896,0.9948380249550588,-0.005161975044941203,1.0,0.9237348096565119
2551,R158,ITF4,Puglia,2009,IT,ITF,34421.285085999996,2.4511701833191877,2.96451430483564,3.144180534393545,5.057635590366007,5.771229914902919,1.0031990721868123,0.0031990721868122574,1.0384279240703251,0.03842792407032514,1.047762301663732,0.047762301663732076,1.0143947805830356,0.01439478058303556,1.0327328399455618,0.032732839945561754,0.963094055373483,-0.03690594462651697,1.0031990721868123,0.0031990721868122574,1.0,1.0472644379575018
2552,R159,ITF5,Basilicata,2009,IT,ITF,5829.43765002,2.8662384280648765,6.484879416121939,3.185893199274274,4.955058335873951,5.608635490348621,0.9823618414913698,-0.017638158508630153,1.0141142288631921,0.014114228863192135,1.0268278531533224,0.026827853153322367,1.0265100709390016,0.026510070939001595,1.0201033241433979,0.020103324143397883,1.0310718753949664,0.031071875394966364,0.9823618414913698,-0.017638158508630153,1.0,0.7394064279160778
2553,R160,ITF6,Calabria,2009,IT,ITF,19109.36576728,2.2512161320360593,1.7790631337386253,4.268367190310885,5.2938792920822175,5.9263741820699956,1.0266770658311228,0.026677065831122837,1.8838348839841348,0.8838348839841348,1.1280647758276907,0.1280647758276907,1.0045705609420965,0.004570560942096513,1.1002739129129753,0.10027391291297527,0.9595541213472695,-0.04044587865273053,1.0266770658311228,0.026677065831122837,1.0,1.3941381904606864
2554,R161,ITG1,Sicilia,2009,IT,ITG,45296.4975638,2.1594497980699834,1.7647551229926797,3.8846282174112923,5.220535849084479,5.891540339680759,1.0046920857386328,0.0046920857386327786,1.641866810393214,0.6418668103932139,1.1102027189751673,0.11020271897516731,0.9951676672547937,-0.004832332745206336,1.064882015378386,0.064882015378386,0.9187813678213828,-0.08121863217861724,1.0046920857386328,0.0046920857386327786,1.0,1.069322848105491
2555,R162,ITG2,Sardegna,2009,IT,ITG,17500.9875435,2.288306236919682,1.8782554908518254,4.1296639100559025,5.231478024527466,5.93193419810707,0.9693508967468191,-0.03064910325318093,2.064831955027931,1.0648319550279308,1.1412931970837807,0.14129319708378074,1.0264889676983069,0.026488967698306887,1.1400190035582873,0.14001900355828734,1.0333223780753442,0.03332237807534422,0.9693508967468191,-0.03064910325318093,1.0,0.5471772581016634
2556,R163,LT00,Lietuva,2009,LT,LT0,13619.293999099998,1.8457505749505092,1.6333905417737973,3.300800707239299,4.440982046118764,5.415962302064991,0.8428675094000326,-0.15713249059996737,0.9727878735540273,-0.027212126445972706,0.9814382672984071,-0.018561732701592892,1.005247243019334,0.005247243019333991,0.9510360360846,-0.04896396391540003,0.9662130318801482,-0.03378696811985182,0.8428675094000326,-0.15713249059996737,-1.0,-1.3215415030913558
2557,R164,LU00,Luxembourg_GrandD,2009,LU,LU0,18613.25731003,1.830358828355863,1.4651151649399405,3.144932136722888,4.654029189486751,5.570557409144685,0.9150106873919245,-0.08498931260807552,0.9906839331223172,-0.009316066877682827,0.9768121212758066,-0.023187878724193367,1.0073278500486766,0.007327850048676643,1.0003193119935863,0.0003193119935862576,1.0555592671525478,0.055559267152547775,0.9150106873919245,-0.08498931260807552,-1.0,-0.25566784937661857
2558,R165,LV00,Latvija,2009,LV,LV0,9527.1898303,1.9402384984205467,1.3664699470252195,3.7754221676575654,4.953834592934063,5.613393745309136,0.8986294818660912,-0.10137051813390885,1.0391200225583794,0.03912002255837943,1.0345462812035515,0.03454628120355152,1.040188361477916,0.040188361477915935,1.0018266750861502,0.001826675086150198,0.9400611542324108,-0.05993884576758923,0.8986294818660912,-0.10137051813390885,-1.0,-0.49769066944193885
2559,R166,MT00,Malta,2009,MT,MT0,2809.24005321,2.007735313346619,1.5831089786676635,4.132588878991917,4.810376779349437,5.769389124079144,0.9518489740798045,-0.04815102592019549,0.995041632323289,-0.004958367676710984,0.9668769671243933,-0.033123032875606695,0.9569828198583321,-0.04301718014166789,0.9370086813229246,-0.06299131867707541,0.9080260564662218,-0.09197394353377819,0.9518489740798045,-0.04815102592019549,1.0,0.28859649164000023
2560,R167,NL11,Groningen,2009,NL,NL1,13698.75904507,1.8485800119413849,1.7357745090010783,3.419091381358494,4.681581677976128,6.1511534699426,0.8233444686772149,-0.1766555313227851,0.9929622700438064,-0.007037729956193561,0.9829180123484756,-0.017081987651524355,1.005150296584723,0.005150296584722991,0.9894424048235791,-0.010557595176420853,1.0150470055441363,0.015047005544136294,0.8233444686772149,-0.1766555313227851,-1.0,-1.6099831177536608
2561,R168,NL12,Friesland,2009,NL,NL1,8461.329383284,2.0109526479696815,2.1580799418856857,3.446828016054713,4.511787576059518,5.8310665941059385,0.9413926404765002,-0.058607359523499825,0.9974796294876355,-0.0025203705123645337,0.9936589179061689,-0.0063410820938311074,1.0208338024686165,0.020833802468616547,0.9842191988592129,-0.01578080114078706,0.9955877822113401,-0.004412217788659856,0.9413926404765002,-0.058607359523499825,1.0,0.13411022124771485
2562,R169,NL13,Drenthe,2009,NL,NL1,6056.244681871,2.0408249647590457,2.191453136086673,3.4893949610146375,4.477400730933209,5.859840917621918,0.9103377308596841,-0.08966226914031594,0.9978799703263325,-0.002120029673667534,0.9893378705340254,-0.010662129465974557,1.0110893232809606,0.011089323280960572,0.9880488261821778,-0.01195117381782218,0.999526291539014,-0.00047370846098604424,0.9103377308596841,-0.08966226914031594,-1.0,-0.324708074541485
2563,R170,NL21,Overijssel,2009,NL,NL2,15092.12766156,2.046573175916276,2.196879967487222,3.454421985146866,4.467566358688787,5.6622659532329855,0.9449872757625624,-0.05501272423743764,0.9949214042853715,-0.005078595714628542,0.9926838428507915,-0.007316157149208524,1.0143431422280949,0.014343142228094852,0.9808044351137142,-0.01919556488628582,0.9863629458946146,-0.013637054105385404,0.9449872757625624,-0.05501272423743764,1.0,0.18721887479992785
2564,R171,NL22,Gelderland,2009,NL,NL2,25007.107057674002,1.9661421321465486,2.1667298159054744,3.445976926544777,4.379527354084965,5.504763727905055,0.9572480199561215,-0.04275198004387848,0.9995206455614613,-0.00047935443853874826,0.9962146500490031,-0.0037853499509968858,1.0129671157116198,0.012967115711619792,0.9921851997170955,-0.007814800282904488,0.9939812367229868,-0.006018763277013228,0.9572480199561215,-0.04275198004387848,1.0,0.3683642661537632
2565,R172,NL23,Flevoland,2009,NL,NL2,4260.77327953,2.284247842302943,3.111219305378063,3.262188729716237,4.30711552280202,5.600277591413585,0.8742010657086984,-0.12579893429130162,0.9927218303416092,-0.007278169658390787,0.9833141111613902,-0.016685888838609775,1.0195064307718877,0.01950643077188774,0.9830099025873765,-0.016990097412623473,1.003194024349681,0.0031940243496810794,0.8742010657086984,-0.12579893429130162,-1.0,-0.8586063638832167
2566,R173,NL31,Utrecht,2009,NL,NL3,23158.52268987,1.9456147289639099,2.0405767454373045,3.4529398944767578,4.523061938729535,5.826187996088418,1.0222961011841303,0.02229610118413028,1.003391063065698,0.003391063065697919,1.0055357336523014,0.005535733652301422,1.0324921053752096,0.032492105375209634,1.0068149724998137,0.006814972499813665,0.9820950368435253,-0.017904963156474718,1.0222961011841303,0.02229610118413028,1.0,1.329411976214762
2567,R174,NL32,NoordHolland,2009,NL,NL3,45161.35150252,1.8906139127725161,1.8815599083111154,3.4511883416824007,4.534286193619088,5.687573151081123,0.9520232679244985,-0.04797673207550146,0.9972424852565536,-0.002757514743446432,0.9943569927819167,-0.005643007218083307,1.0146839003198225,0.014683900319822474,0.9918624283294125,-0.008137571670587485,1.0012245228033105,0.0012245228033105349,0.9520232679244985,-0.04797673207550146,1.0,0.2911715822062197
2568,R175,NL33,ZuidHolland,2009,NL,NL3,55419.90422738,1.962243924261886,1.8432615317929149,3.493573188366338,4.609549804170085,5.822140827856616,0.8943652016539217,-0.10563479834607825,0.994155743651353,-0.005844256348647048,0.9868936493837651,-0.013106350616234885,1.0072571318335333,0.00725713183353327,0.9917207679191354,-0.008279232080864563,1.010443133027651,0.010443133027651097,0.8943652016539217,-0.10563479834607825,-1.0,-0.5606929387725094
2569,R176,NL34,Zeeland,2009,NL,NL3,6261.78985909,2.087389286618784,2.09528871109401,3.5527027962299034,4.541708376776995,5.952624641471158,0.9022910858758865,-0.09770891412411353,1.0040937870870725,0.004093787087072531,0.988362750785199,-0.011637249214801026,1.009145889054714,0.00914588905471403,0.990386335444398,-0.009613664555601975,0.9926009117426762,-0.007399088257323827,0.9022910858758865,-0.09770891412411353,-1.0,-0.4435925917995081
2570,R177,NL41,NoordBrabant,2009,NL,NL4,36807.78423808,1.948628408499447,1.9620132688083145,3.4659450008284294,4.434625066319121,5.672389391268745,0.9457641521488934,-0.05423584785110658,0.9972886175494439,-0.0027113824505561324,0.9927892437401209,-0.007210756259879103,1.0192959971547837,0.019295997154783695,0.9836196451706989,-0.016380354829301114,0.9895077107427975,-0.01049228925720247,0.9457641521488934,-0.05423584785110658,1.0,0.1986967732711659
2571,R178,NL42,Limburg_NL,2009,NL,NL4,15308.203398602,1.9339334767454337,2.0074945070183654,3.4495158635317114,4.408405455098374,5.725858520969971,0.9074016089319659,-0.09259839106803414,0.9987381382859388,-0.0012618617140611743,0.9837154907818246,-0.01628450921817537,1.014947832194264,0.014947832194263988,0.989036540512896,-0.010963459487103977,1.0117366280541988,0.011736628054198839,0.9074016089319659,-0.09259839106803414,-1.0,-0.36808757477920223
2572,R186,PL11,Lodzkie,2009,PL,PL1,10826.33998664,2.1312236583425896,1.5563085143817068,3.6107980870842846,5.357053797458279,6.259936755915879,0.8617148082358664,-0.13828519176413356,0.9596048439757034,-0.04039515602429655,0.9861460582885957,-0.013853941711404305,0.9705299183729424,-0.029470081627057554,0.9786434044015045,-0.021356595598495454,1.0002791729351561,0.0002791729351561134,0.8617148082358664,-0.13828519176413356,-1.0,-1.043083583271668
2573,R187,PL12,Mazowieckie,2009,PL,PL1,36984.2032791,1.973181922118136,1.385716094553135,3.5720149333452555,5.195260108736976,6.233047572721338,0.8860765966311887,-0.11392340336881135,0.9579126306602694,-0.04208736933973056,0.9851161408843575,-0.014883859115642495,0.9780112270125049,-0.02198877298749513,0.9737558650352346,-0.02624413496476541,0.9954412141281822,-0.004558785871817794,0.8860765966311887,-0.11392340336881135,-1.0,-0.683152275409603
2574,R188,PL21,Malopolskie,2009,PL,PL2,12530.39864007,2.0542451257609775,1.52326004197735,3.552952641195658,5.178506777746804,6.000889626667586,0.8642045705964285,-0.13579542940357148,0.9579851957303099,-0.042014804269690065,0.9719790274096379,-0.02802097259036207,0.9515509951625823,-0.04844900483741765,0.9765641206983192,-0.023435879301680784,1.0068063704879855,0.006806370487985491,0.8642045705964285,-0.13579542940357148,-1.0,-1.0062987870095461
2575,R189,PL22,Slaskie,2009,PL,PL2,22221.039591499997,2.0779032008993545,1.4680572827010565,3.6258088490023663,5.259395731277365,5.935246267574698,0.8709539366559778,-0.12904606334402224,0.9599834028497919,-0.04001659715020811,0.9790537166589878,-0.02094628334101223,0.9720082175795282,-0.027991782420471845,0.9824284207457452,-0.017571579254254788,1.0035852701410173,0.0035852701410172827,0.8709539366559778,-0.12904606334402224,-1.0,-0.9065808141894617
2576,R190,PL31,Lubelskie,2009,PL,PL3,6497.26810263,2.118698417668443,1.5858885874684765,3.5682791085621615,5.307838163308261,6.166814421263088,0.8310709366729965,-0.16892906332700353,0.9542762425527381,-0.04572375744726187,0.9795617382476149,-0.020438261752385056,0.9674340677084546,-0.03256593229154536,0.9855574855614944,-0.014442514438505638,1.0218300133473968,0.02183001334739676,0.8310709366729965,-0.16892906332700353,-1.0,-1.4958290299769998
2577,R191,PL32,Podkarpackie,2009,PL,PL3,6428.08724531,2.0921293884743584,1.5599362529114722,3.5292131784113163,5.249433450020878,5.893039347656474,0.882815833231783,-0.11718416676821697,0.9559661420213453,-0.04403385797865467,0.9870196661872706,-0.01298033381272945,0.9715759196689249,-0.02842408033107513,0.9794612169887329,-0.020538783011267103,0.9943074015904754,-0.00569259840952463,0.882815833231783,-0.11718416676821697,-1.0,-0.7313281652881217
2578,R192,PL33,Swietokrzyskie,2009,PL,PL3,4627.67744388,2.1280880403685214,1.548540618394468,3.5503412375029755,5.413443763399385,6.328589936845304,0.8394950677019042,-0.16050493229809581,0.9571870199299527,-0.0428129800700473,0.9866495992063815,-0.013350400793618489,0.9818522087288138,-0.018147791271186153,0.9844199251392275,-0.015580074860772508,1.0098614196788056,0.009861419678805605,0.8394950677019042,-0.16050493229809581,-1.0,-1.3713673751249955
2579,R193,PL34,Podlaskie,2009,PL,PL3,4067.098030228,2.107863349944979,1.5374634849181639,3.5471774521665766,5.331954013594244,6.288158064390418,0.8850948873722806,-0.11490511262771941,0.951976152179014,-0.04802384782098601,0.988294782298341,-0.011705217701658999,0.9790037802977245,-0.020996219702275498,0.9751952594552239,-0.024804740544776105,1.002773790947339,0.0027737909473390943,0.8850948873722806,-0.11490511262771941,-1.0,-0.6976564608891437
2580,R194,PL41,Wielkopolskie,2009,PL,PL4,16951.4761756,2.0611834740599426,1.367198734806049,3.6431057998729703,5.371766205238452,6.100769034125306,0.9097635020044367,-0.09023649799556333,0.9596442333797817,-0.040355766620218336,0.9922622252829841,-0.007737774717015866,0.9846484468029482,-0.015351553197051837,0.9789872805235181,-0.021012719476481867,0.981857445395713,-0.018142554604287042,0.9097635020044367,-0.09023649799556333,-1.0,-0.33319197315875615
2581,R195,PL42,Zachodniopomorskie,2009,PL,PL4,7090.2412904600005,2.087947153322343,1.4272437845880035,3.65240307256901,5.3870330270739775,5.981432060427676,0.8613584714012381,-0.1386415285987619,0.9546190763707811,-0.04538092362921886,0.989310864404934,-0.010689135595066013,0.9905911778102459,-0.00940882218975414,0.9817445666420035,-0.01825543335799651,0.9972084112927596,-0.002791588707240389,0.8613584714012381,-0.1386415285987619,-1.0,-1.0483482535350312
2582,R196,PL43,Lubuskie,2009,PL,PL4,4034.7835247929997,2.0622546738076912,1.4473339600502977,3.5120277190670333,5.300287903077724,5.994594406096388,0.8789293667754055,-0.12107063322459455,0.9529514136449142,-0.0470485863550858,0.9880135758553519,-0.011986424144648122,0.9844003376928885,-0.015599662307111517,0.9780030258908959,-0.02199697410910406,0.9962099242256413,-0.0037900757743587477,0.8789293667754055,-0.12107063322459455,-1.0,-0.7887484552892706
2583,R197,PL51,Dolnoslaskie,2009,PL,PL5,14596.8791767,2.050542426500496,1.440511114260532,3.6002686194237903,5.269587477146066,5.972091966037421,0.8984267031761003,-0.1015732968238997,0.9608732920272126,-0.03912670797278739,0.9893719566155706,-0.010628043384429353,0.9853371347131527,-0.014662865286847349,0.9793118531589778,-0.02068814684102216,0.9864381494011196,-0.013561850598880376,0.8984267031761003,-0.1015732968238997,-1.0,-0.5006866070927634
2584,R198,PL52,Opolskie,2009,PL,PL5,3870.99100734,2.125062062823922,1.5216279371274553,3.5342285381056637,5.3009048665687635,5.992757901366477,0.8122782102276691,-0.1877217897723309,0.945926392221946,-0.054073607778054034,0.9711110867066804,-0.02888891329331955,0.9599644273163408,-0.040035572683659204,0.9931824531289766,-0.006817546871023428,1.0475814347120298,0.0475814347120298,0.8122782102276691,-0.1877217897723309,-1.0,-1.7734806743472256
2585,R199,PL61,KujawskoPomorskie,2009,PL,PL6,8180.533941042,2.1320087702402413,1.5486968587536618,3.6048408145457502,5.3073760934523095,6.080920523922531,0.8653031825641309,-0.13469681743586914,0.9599313667262439,-0.040068633273756094,0.9882982414695171,-0.011701758530482942,0.965352982030636,-0.03464701796936398,0.9809963706975364,-0.019003629302463576,1.003116065498404,0.0031160654984039304,0.8653031825641309,-0.13469681743586914,-1.0,-0.9900674317432001
2586,R200,PL62,WarminskoMazurskie,2009,PL,PL6,4832.92544518,2.1102489843607284,1.5424432090870088,3.5344916669787243,5.263956405766245,5.9718780809753005,0.8861276352888213,-0.11387236471117868,0.9486154541404089,-0.05138454585959107,0.9882845301020948,-0.011715469897905173,0.9882598213327132,-0.011740178667286827,0.9710491534039293,-0.028950846596070723,0.9777290060058619,-0.022270993994138122,0.8861276352888213,-0.11387236471117868,-1.0,-0.6823982088158393
2587,R201,PL63,Pomorskie,2009,PL,PL6,9878.48982073,2.0695393456953846,1.45226916805022,3.5882677885547727,5.273008829925424,5.963935831895062,0.9292155892049829,-0.07078441079501707,0.9592973330337957,-0.04070266696620428,0.9995949043649403,-0.000405095635059749,0.9985458218874464,-0.0014541781125535502,0.9790862431589361,-0.02091375684106389,0.9751273819549573,-0.024872618045042705,0.9292155892049829,-0.07078441079501707,-1.0,-0.045798655676205856
2588,R202,PT11,Norte,2009,PT,PT1,21461.319367,1.9270215705504188,1.621394382394331,3.3693687693317167,4.843818384071505,6.191771412737603,0.9997024829533137,-0.0002975170466863464,1.0012971774911403,0.0012971774911403333,1.0083246190974493,0.008324619097449304,1.0428374867739425,0.0428374867739425,0.9775659670294462,-0.022434032970553797,0.9393346352019426,-0.0606653647980574,0.9997024829533137,-0.0002975170466863464,1.0,0.995604358022187
2589,R203,PT15,Algarve,2009,PT,PT1,3643.9908176259996,2.065207622150131,1.9202516708591117,3.370181385509183,4.979462768286372,6.480773901254189,0.9090629523640974,-0.0909370476359026,0.9977775590155067,-0.0022224409844933124,1.0006486182645113,0.000648618264511347,1.045055981478295,0.045055981478294926,0.9796612968640671,-0.02033870313593289,0.9854385195594445,-0.014561480440555497,0.9090629523640974,-0.0909370476359026,-1.0,-0.3435421881831191
2590,R204,PT16,Centro_PT,2009,PT,PT1,15638.102128274999,1.9521059977559525,1.6224058448772813,3.3819955840332687,4.949806394416179,6.353752346925682,0.9922367361330482,-0.007763263866951808,0.9979888331367285,-0.0020111668632715185,1.0008617738106167,0.000861773810616695,1.0377628864276591,0.037762886427659126,0.9753244587835397,-0.024675541216460317,0.9561359189747347,-0.04386408102526529,0.9922367361330482,-0.007763263866951808,1.0,0.8853022745470194
2591,R205,PT17,Lisboa,2009,PT,PT1,28681.8576275,1.892448883292869,1.6706329125464439,3.2989410993378683,4.706050191552625,6.167527521195565,0.9811263764425049,-0.01887362355749511,1.000127798332956,0.0001277983329559529,1.004277087777342,0.004277087777341926,1.0275442976151175,0.027544297615117452,0.9840176850826362,-0.015982314917363794,0.9664775109703727,-0.03352248902962729,0.9811263764425049,-0.01887362355749511,1.0,0.7211531476708056
2592,R206,PT18,Alentejo,2009,PT,PT1,5742.42928717,2.0541186652439234,1.7043858974366708,3.4072850444514424,5.0377529404559045,6.521978751312635,0.9411434859792146,-0.0588565140207854,1.0013604737377626,0.001360473737762602,1.0011917374227932,0.0011917374227932154,1.0186104398627263,0.018610439862726258,0.988765996553596,-0.011234003446404017,0.9682944159872329,-0.03170558401276713,0.9411434859792146,-0.0588565140207854,1.0,0.13042910791512669
2593,R207,SE11,Stockholm,2009,SE,SE1,36558.2403482,1.81603912659271,1.628622389259752,3.254722809839191,4.363499562994649,5.362713385519555,0.9337283700478062,-0.06627162995219382,0.98988356120152,-0.01011643879848001,1.00125358115919,0.0012535811591900536,0.996972650655492,-0.00302734934450799,0.9642724649560834,-0.03572753504391657,0.9590341466563009,-0.040965853343699066,0.9337283700478062,-0.06627162995219382,1.0,0.020875066486331664
2594,R208,SE12,ostra_Mellansverige,2009,SE,SE1,14317.40578927,1.9160056827120755,1.9542975444711954,3.3196414058393833,4.209209736232286,4.825250979605415,0.7997878602395481,-0.20021213976045193,0.9816916095139998,-0.018308390486000192,0.9668585479959514,-0.03314145200404861,0.9657813095852067,-0.03421869041479331,0.9618197457993422,-0.03818025420065785,1.0005409614576437,0.0005409614576437072,0.7997878602395481,-0.20021213976045193,-1.0,-1.9580183582777928
2595,R209,SE21,Sydsverige,2009,SE,SE2,12036.491013889,1.7372062234420245,1.727125505550834,3.1353220560754993,4.111258309471869,5.117396499312479,0.7960023885152144,-0.20399761148478557,0.9806456686483889,-0.01935433135161113,0.9533530599295279,-0.0466469400704721,0.9661865687880173,-0.03381343121198266,0.9536029751969924,-0.04639702480300756,0.9946783869358904,-0.005321613064109609,0.7960023885152144,-0.20399761148478557,-1.0,-2.0139465096312414
2596,R210,SE22,Norra_Mellansverige,2009,SE,SE2,7445.884814303,1.9846771695136003,2.2041895383478702,3.4322698512816667,4.203395986266405,5.126639285237311,0.8084307521521983,-0.19156924784780172,0.9853405132318108,-0.014659486768189178,0.9704581673326865,-0.029541832667313472,0.9727433981249791,-0.02725660187502088,0.9732349886552756,-0.02676501134472442,1.0172678797883994,0.017267879788399387,0.8084307521521983,-0.19156924784780172,-1.0,-1.8303246381226674
2597,R211,SE23,Mellersta_Norrland,2009,SE,SE2,3756.498046039,2.4206172714814183,3.0818257354354355,3.6708203261888297,4.351057241102949,4.973280849178969,0.8323909455644668,-0.1676090544355332,0.9977825565792127,-0.002217443420787335,0.972417267181848,-0.027582732818152045,0.9685433261805796,-0.03145667381942041,0.9696694434480597,-0.03033055655194028,1.0061539164043902,0.006153916404390225,0.8323909455644668,-0.1676090544355332,-1.0,-1.4763266634435275
2598,R212,SE31,ovre_Norrland,2009,SE,SE3,4975.565723061,1.9696906647126504,2.127780731614403,3.4174527058750694,4.269300128150959,5.136611429070138,0.7439786300438235,-0.2560213699561765,0.991358355466458,-0.008641644533541992,0.9688592634455775,-0.03114073655442251,0.9704365208022079,-0.02956347919779212,0.984878866470145,-0.015121133529855002,1.0447304437318352,0.04473044373183521,0.7439786300438235,-0.2560213699561765,-1.0,-2.782567397501008
2599,R213,SE32,Smaland_med_oarna,2009,SE,SE3,8436.59613694,1.7954117869746051,1.7946656546857238,3.058394315369152,4.3165471833734745,5.277897305422839,0.7884166973819875,-0.2115833026180125,0.9834401726203268,-0.01655982737967321,0.9771302639228213,-0.02286973607717868,0.9798069140886354,-0.020193085911364594,0.9653477698508854,-0.03465223014911456,0.9938014749118271,-0.006198525088172868,0.7884166973819875,-0.2115833026180125,-1.0,-2.126020700832422
2600,R214,SE33,Vastsverige,2009,SE,SE3,18551.06069006,1.662829841909088,1.5898582755373312,3.1317376381490645,4.246546346015117,5.258429091084751,0.7718624629117845,-0.2281375370882155,0.9851951562800049,-0.014804843719995131,0.9544198943596556,-0.045580105640344426,0.9664226937949176,-0.03357730620508237,0.9601362664076536,-0.039863733592346406,1.0117906465765247,0.011790646576524733,0.7718624629117845,-0.2281375370882155,-1.0,-2.3705999232945763
2601,R215,SI00,Slovenija,2009,SI,SI0,14907.44549248,1.8726085232944614,1.5062208365033571,3.384707453113973,4.631084364638919,5.321328843729352,0.9158381821756578,-0.08416181782434218,0.9766545728333699,-0.02334542716663013,0.9704678572075884,-0.029532142792411564,0.9768149858811358,-0.0231850141188642,0.9441635691024354,-0.055836430897564626,0.9659341526789271,-0.03406584732107287,0.9158381821756578,-0.08416181782434218,-1.0,-0.2434420934130142
2602,R216,SK01,Bratislavsky_kraj,2009,SK,SK0,10184.01112999,2.1473788470941595,1.4945245344150262,4.166999341093929,5.291417001743366,6.580523640962701,1.0017184029567492,0.0017184029567491876,0.9625628231109867,-0.03743717688901327,0.963959652481932,-0.03604034751806795,0.9911602112247496,-0.008839788775250379,0.978419535211138,-0.021580464788861997,1.0233534961657504,0.023353496165750443,1.0017184029567492,0.0017184029567491876,1.0,1.025388408010946
2603,R217,SK02,Zapadne_Slovensko,2009,SK,SK0,12529.6503371,2.245485698098046,1.4508043844486767,4.256785018585075,5.550539239068842,6.7457406559327495,0.9457917962147394,-0.05420820378526059,0.9618059360378806,-0.03819406396211944,0.9803049235386919,-0.01969507646130808,1.0265188684686937,0.026518868468693668,0.9660893809018016,-0.03391061909819837,0.9725620429406978,-0.027437957059302187,0.9457917962147394,-0.05420820378526059,1.0,0.19910519832654822
2604,R218,SK03,Stredne_Slovensko,2009,SK,SK0,7115.322082660001,2.314485576013672,1.70685728811438,3.901499712392957,5.540148397657542,6.6184823368132015,0.9379970212395471,-0.06200297876045291,0.9595629134136971,-0.04043708658630285,0.9814707709122746,-0.018529229087725363,1.0043352310330402,0.004335231033040232,0.9719640654385557,-0.028035934561444265,0.9954214165574167,-0.004578583442583328,0.9379970212395471,-0.06200297876045291,1.0,0.08394191450744337
2605,R219,SK04,Vychodne_Slovensko,2009,SK,SK0,6992.20694225,2.2603808963836736,1.635830068626849,3.844210386565119,5.51512706315602,6.625101306864144,0.9262407509659485,-0.07375924903405151,0.9726887228769026,-0.027311277123097444,0.9821227933256904,-0.017877206674309587,1.0030296160500713,0.0030296160500713487,0.9798152043805789,-0.020184795619421103,1.002117555643146,0.002117555643146085,0.9262407509659485,-0.07375924903405151,-1.0,-0.08975016698066098
2606,R220,UKC1,Tees_Valley_and_Durham,2009,UK,UKC,8188.27478282,1.9054022828178985,1.9940390108440587,3.7545878233401946,4.207245175637319,5.692618886121413,0.8450289869566533,-0.1549710130433467,1.0190791718735168,0.01907917187351682,0.9843565482004952,-0.01564345179950477,0.9990142858622113,-0.0009857141377886958,0.9680673908094436,-0.031932609190556405,0.9643505970219773,-0.03564940297802266,0.8450289869566533,-0.1549710130433467,-1.0,-1.2896069245930728
2607,R221,UKC2,Northumberland_Tyne_and_Wear,2009,UK,UKC,11159.235811726001,1.8398074118462195,1.8202881368958463,3.7050636704977804,4.244961606141379,5.798149209342434,0.8364267586925906,-0.16357324130740936,0.9914141171235953,-0.008585882876404716,0.9949811222655299,-0.005018877734470073,1.0106966242005144,0.010696624200514426,0.9723632035335155,-0.027636796466484537,0.9502298612572416,-0.049770138742758374,0.8364267586925906,-0.16357324130740936,-1.0,-1.4166998629016005
2608,R222,UKD1,Cumbria,2009,UK,UKD,3962.936438637,1.9322857478787143,2.2722811324292516,3.5314353051321596,3.9791543783069763,5.306963561923671,0.8786802659709222,-0.12131973402907781,1.005806184869437,0.00580618486943707,0.9773476098834782,-0.02265239011652176,1.00918913041686,0.009189130416860092,0.9297181060739044,-0.07028189392609563,0.9027192250967561,-0.09728077490324394,0.8786802659709222,-0.12131973402907781,-1.0,-0.7924287753418152
2609,R223,UKD2,Cheshire,2009,UK,UKD,11507.2402006,1.9504719955673393,1.9297113437540032,3.7885552154355286,4.3316131523687655,5.9560203857589125,0.847221991786422,-0.152778008213578,1.0083195822983937,0.00831958229839369,0.9952998281311666,-0.004700171868833425,1.0305968196083302,0.03059681960833016,0.9695928736066814,-0.03040712639331855,0.962832611753244,-0.03716738824675603,0.847221991786422,-0.152778008213578,-1.0,-1.2572065489015234
2610,R224,UKD3,Greater_Manchester,2009,UK,UKD,23649.55937212,1.6721741021237297,1.749239206953305,3.4226911168814316,4.073765603364256,5.498410364092945,0.8961292595965866,-0.10387074040341338,0.996364063800424,-0.0036359361995760286,0.9986482653586283,-0.0013517346413717268,1.029205066741835,0.029205066741835095,0.9765040139795615,-0.023495986020438453,0.9669491420136448,-0.03305085798635521,0.8961292595965866,-0.10387074040341338,-1.0,-0.5346300047980171
