,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
1624,R29,DE11,Stuttgart,2006,DE,DE1,11.00718932192162,1.787070507508443,1.6405294374404547,3.1736878616791895,4.225328374896008,4.8855168399398226,1.2221183976044632,0.13446117560154436,1.0226307771860987,0.014548531064971781,1.036971318798475,0.026513727275599086,1.0680314418676478,0.03309650342889103,1.0440623923993408,0.022159851089030624,1.0316124300244764,-0.0037222673766343917,1.2221183976044632,0.22211839760446317,0.13446117560154436,1.0,1.0,1.0,0.0,-0.2414949067106835,DE112006,1.711828978260633
1625,R30,DE12,Karlsruhe,2006,DE,DE1,10.60526841748374,1.7770669784855253,1.6071914382106296,3.17022561663867,4.222696219992067,4.767843386611291,1.231722771009808,0.09053695048972155,1.029783061962845,0.012506808820946347,1.044115742304766,0.018283853877107736,1.041860049235621,0.023483652250394726,1.0545548251937793,0.01824419140896838,1.0275279214508772,-0.00010581290606026528,1.231722771009808,0.23172277100980798,0.09053695048972155,1.0,1.0,1.0,0.0,-0.2086972356290688,DE122006,1.5976177699726204
1626,R31,DE13,Freiburg,2006,DE,DE1,10.24798100419841,1.8373272691007712,1.6380813090123854,3.2523589307009866,4.35424140654887,5.001945314215756,1.1984273952218565,0.08635429835814756,1.0418117773108666,0.012926462196173771,1.0475935319271557,0.02107554299754666,1.0588627573666394,0.021645801571123835,1.0671097269829655,0.01977397846191753,1.0425504342341847,-0.00553194161163395,1.1984273952218565,0.19842739522185648,0.08635429835814756,1.0,-1.0,1.0,0.0,-0.3223965617115272,DE132006,1.7495863835147691
1627,R32,DE14,Tubingen,2006,DE,DE1,10.165239613352892,1.8521892788441123,1.6399789326984673,3.2445529806870224,4.365760692319771,5.029180359571268,1.2527238063953379,0.08491902493413672,1.0377443980519303,0.01506170359761283,1.0484751190673205,0.01920868056356606,1.0632323590362327,0.018839730332779858,1.0571168905528756,0.02101567707957397,1.0141646011163983,-0.003690241449816112,1.2527238063953379,0.25272380639533787,0.08491902493413672,1.0,1.0,1.0,0.0,-0.1369814638781857,DE142006,1.7846273788842457
1628,R33,DE21,Oberbayern,2006,DE,DE2,11.314094826778206,1.8147166226029363,1.493726275246262,3.2792778929270634,4.450167770614753,5.111795758299739,1.1727489940905769,0.04657215439203699,1.0420464304371246,0.012971245315584357,1.048121788285659,0.015419256453944374,1.0689499566998182,0.029992348459256135,1.0551568860471061,0.017288567443127345,1.0398068445684243,0.010692023152787833,1.1727489940905769,0.17274899409057687,0.04657215439203699,-1.0,-1.0,-1.0,0.0,-0.4100849218638713,DE212006,1.832517865372676
1629,R34,DE22,Niederbayern,2006,DE,DE2,9.626169590889079,1.874922815072763,1.6634177146511222,3.27993687464231,4.372444495300065,5.2223999743336345,1.238382666984425,0.048575343860477904,1.03973618300327,0.013498081680303864,1.0454868100330614,0.015008170188430814,1.065250836258163,0.008455904772596279,1.06377494961619,0.019855377498620985,1.0334500580321486,0.00817193303647712,1.238382666984425,0.2383826669844249,0.048575343860477904,-1.0,1.0,-1.0,0.0,-0.1859545674304646,DE222006,1.9424630996913246
1630,R35,DE23,Oberpfalz,2006,DE,DE2,9.52662288042757,1.8991666081072869,1.7856660861953786,3.259525073119465,4.304086135727608,5.1942682815600705,1.1615369060964074,0.0297057783926864,1.0369638554185958,0.012288320238184713,1.0357203825100856,0.00956993512502513,1.0705700376097649,0.022865100906787728,1.0647968157005725,0.018296914952617094,1.060924982713785,0.014605261691247318,1.1615369060964074,0.16153690609640736,0.0297057783926864,-1.0,-1.0,-1.0,0.0,-0.44837272666394823,DE232006,1.9347432084406053
1631,R36,DE24,Oberfranken,2006,DE,DE2,9.456907507551943,1.935979196597857,1.8626646226834485,3.2785414261922727,4.304332875508991,5.07544765714853,1.1910716487990618,0.08022518124954248,1.035433501685773,0.0112941928581336,1.0572887580795285,0.01853075321765818,1.097428508529986,0.02170442945855222,1.0650797751409733,0.018653254680799813,1.0407656291250575,-0.0005249708695187483,1.1910716487990618,0.1910716487990618,0.08022518124954248,1.0,-1.0,1.0,0.0,-0.34751546760499524,DE242006,1.7969062309562571
1632,R37,DE25,Mittelfranken,2006,DE,DE2,9.99550233948158,1.8584989924763569,1.778251506848804,3.215549985920476,4.218326931850136,4.886726060778571,1.1063064143162795,0.024158713832495904,1.039577964253878,0.010481651317650442,1.0421030972677046,0.010816493866423249,1.0625372427379187,0.017873620769127685,1.0710800374768437,0.02049898862382804,1.059491426290382,0.019500603387432314,1.1063064143162795,0.10630641431627952,0.024158713832495904,-1.0,-1.0,-1.0,0.0,-0.6369775868282146,DE252006,1.6711760748580948
1633,R38,DE26,Unterfranken,2006,DE,DE2,9.773616741446036,1.912856987347831,1.8301121330928527,3.2598621725471486,4.311472256250139,5.049929768895403,1.219394516555004,0.039619248954525954,1.0389565247848935,0.015300099713035475,1.0577230295365052,0.014887997874694525,1.0951732644221337,0.01798031908807829,1.0631391704979292,0.01983877099384368,1.0335370263544617,0.011842939638328165,1.219394516555004,0.21939451655500397,0.039619248954525954,-1.0,1.0,-1.0,0.0,-0.2507966019858683,DE262006,1.7900675963482544
1634,R39,DE27,Schwaben,2006,DE,DE2,10.103653959751423,1.8752839968398358,1.628982731610035,3.333534116119322,4.426010029361711,5.186838927031417,1.2484128521445699,0.0698555163659964,1.046967775401597,0.015629378276578842,1.0610310421176925,0.01675289597972429,1.0924754614209042,0.031173634014142193,1.0648509240732424,0.01794180303244164,1.0248135577088135,0.003507919669828219,1.2484128521445699,0.24841285214456987,0.0698555163659964,1.0,1.0,-1.0,0.0,-0.1517028052502209,DE272006,1.8533048109120949
1635,R40,DE30,Berlin,2006,DE,DE3,10.544671390053685,1.713451731746007,1.6279865232806126,3.147290854745324,4.163988254558432,4.839436956237849,1.1655235985223893,0.05821269748015778,1.027105972826047,0.015582737222423093,1.0593201793342002,0.023844706656660497,1.0675715455308912,0.01374230480426597,1.0542788639894611,0.028974217857126394,1.0129119933643826,0.012244432526043791,1.1655235985223893,0.1655235985223893,0.05821269748015778,-1.0,-1.0,-1.0,0.0,-0.43475869674522855,DE302006,1.6921461014925248
1636,R41,DE41,Brandenburg__Nordost,2006,DE,DE4,9.189868403132461,1.905292392511915,1.9010086833740616,3.1795625961728917,4.447139042403939,4.960094086362133,1.2444995266667402,0.07715541144355598,1.024596858071293,0.012475772917241557,1.0781560667268437,0.019330876371733252,1.0582284055661817,0.009190365142151435,1.0329250933652383,0.015767617831942138,0.9428649332391741,-0.011452807745507942,1.2444995266667402,0.24449952666674024,0.07715541144355598,1.0,1.0,1.0,0.0,-0.1650662966973291,DE412006,1.7805314901892415
1637,R42,DE42,Brandenburg__Sudwest,2006,DE,DE4,9.522068170135784,1.8372588579892994,1.7818933307125935,3.1466755150576198,4.369119523912567,4.894780023242537,1.2452781577243175,0.04643593191564066,1.0282403314328872,0.009431217281953952,1.0700929289332248,0.012145065195680038,1.0466515760498993,0.0023445057310256256,1.0638141549960465,0.021352022780536162,1.0095028215771955,0.008460304844483124,1.2452781577243175,0.2452781577243175,0.04643593191564066,-1.0,1.0,-1.0,0.0,-0.16240737411669132,DE422006,1.748104508184917
1638,R43,DE50,Bremen,2006,DE,DE5,9.450683072969126,1.7826130585891236,1.5543701660884597,3.1551543956568784,4.336947673248896,4.946268415476116,1.267226606626672,0.07661835334382561,1.027743142741169,0.010405093411511634,1.0820085356432876,0.016044208888419176,1.075971866783011,0.01373127001818264,1.0536638690463678,0.01475518061855241,0.9965311102850397,-0.004446265387285764,1.267226606626672,0.26722660662667197,0.07661835334382561,1.0,1.0,1.0,0.0,-0.087456309901461,DE502006,1.7911140198192372
1639,R44,DE60,Hamburg,2006,DE,DE6,10.711045404737773,1.717175511752935,1.4423924953940581,3.1864997214576114,4.311238081133558,4.998516379204537,1.166358163498821,0.005753057817531104,1.0326291481126613,0.009388516067945885,1.0396768535555834,0.004579451355684938,1.0621474388251921,0.007917681490537065,1.0468601022541306,0.012319370579792821,1.0481005058831916,0.012607676144470226,1.166358163498821,0.16635816349882093,0.005753057817531104,-1.0,-1.0,-1.0,0.0,-0.43190876719355076,DE602006,1.8120166577469252
1640,R45,DE71,Darmstadt,2006,DE,DE7,11.20413014905807,1.7050550608419381,1.4368052819121415,3.1752623309692645,4.224368405531839,4.804131043663452,1.2146009574282646,0.042393966774981307,1.0351404959539692,0.013191012395380675,1.050636702576007,0.015214469338652004,1.05261764982258,0.010630650081463466,1.0524308970491942,0.017211472921501603,1.00893473428634,0.007355469224284317,1.2146009574282646,0.21460095742826457,0.042393966774981307,-1.0,1.0,-1.0,0.0,-0.267165975490399,DE712006,1.6288687126941879
1641,R46,DE72,Giessen,2006,DE,DE7,9.459773769707315,1.8921909766137033,1.834293299201442,3.2346641261690845,4.270959660665256,4.791592382845872,1.2396332419470015,0.02464764689983734,1.04304288927355,0.011797560413080888,1.0511844566876452,0.012156682748624359,1.0377782847961834,0.016351487407112453,1.0645256357474977,0.017163953857079806,1.0149653818120465,0.012071205819299324,1.2396332419470015,0.23963324194700153,0.02464764689983734,-1.0,1.0,-1.0,0.0,-0.18168401853003704,DE722006,1.5569282566767875
1642,R47,DE73,Kassel,2006,DE,DE7,9.672833703820414,1.9023968938273725,1.8447035515986887,3.2383171557254435,4.284303623042718,4.903630741077679,1.245999546673215,0.03782548630510174,1.0481113759639216,0.014503241082498342,1.0563791142550567,0.010231053049136962,1.0797598995624043,0.020278437786011905,1.0716004206361676,0.017050269860857226,1.0131836866299093,0.007945529119419481,1.245999546673215,0.245999546673215,0.03782548630510174,-1.0,1.0,-1.0,0.0,-0.15994392580316724,DE732006,1.6653135853522354
1643,R48,DE80,MecklenburgVorpommern,2006,DE,DE8,9.630592695852336,1.873911825174491,1.8358950201942295,3.187803283080315,4.417335282513775,4.970780554031913,1.2289759575507335,0.037935442117505325,1.0319287937389579,0.01054142790460677,1.072930362157361,0.014063300498369902,1.0746392908781393,0.005831797386145698,1.046503519169522,0.01820368768979974,0.9636483539883838,0.002832431789824952,1.2289759575507335,0.22897595755073352,0.037935442117505325,-1.0,1.0,-1.0,0.0,-0.21807724206479756,DE802006,1.7829772709515983
1644,R49,DE91,Braunschweig,2006,DE,DE9,9.827834312774272,1.8713684254340857,1.9253745363667183,3.1508142841061595,4.125647210412279,4.655318846718696,1.2519497854117612,0.01634247236879327,1.0267338199653318,0.010120787387386754,1.0397411316862881,0.009451160682273141,1.0180404271019625,0.003144094352281801,1.066641432249782,0.02550419403782822,1.0144000847097594,0.021468837633444315,1.2519497854117612,0.25194978541176116,0.01634247236879327,-1.0,1.0,-1.0,0.0,-0.13962464366287516,DE912006,1.5045045626125368
1645,R50,DE92,Hannover,2006,DE,DE9,10.216983001339218,1.7955306664244393,1.6657506178139898,3.1787209787758055,4.317261968389711,4.8763472891305355,1.2739963108728336,0.07234854273062252,1.0304838600720359,0.011976288050533412,1.0580498262880977,0.015210782195562933,1.0572492856311446,0.009502598971824483,1.0537335653016378,0.020788606900767892,0.9918952537370243,0.0043340003719805065,1.2739963108728336,0.2739963108728336,0.07234854273062252,1.0,1.0,1.0,0.0,-0.0643386609081534,DE922006,1.69762631035473
1646,R51,DE93,Luneburg,2006,DE,DE9,9.709250894102828,1.9335498578904446,1.7960642042915123,3.282555379225068,4.494943439439247,5.081523385461448,1.0976530417060877,0.05665594713591582,1.0250818606376049,0.01142097526350594,1.0504665381669414,0.01784876038706007,1.055473499300883,0.020295735487491084,1.0563493573671503,0.015554837221113615,1.0433546791355355,-0.0038991884799211007,1.0976530417060877,0.09765304170608768,0.05665594713591582,-1.0,-1.0,-1.0,0.0,-0.6665277153621371,DE932006,1.7989680062363802
1647,R52,DE94,WeserEms,2006,DE,DE9,10.281615039148841,1.8170767169766362,1.5841660847836212,3.221952136627004,4.42053544850069,5.042816954361636,1.1562411520960416,0.05615446103430766,1.0297281493047294,0.010296153170640698,1.0375802849075468,0.011610887097009526,1.04268131465431,0.012905888966256551,1.0568332465055033,0.016540667022834965,1.0257789997775761,0.0021545896249668406,1.1562411520960416,0.1562411520960416,0.05615446103430766,-1.0,-1.0,-1.0,0.0,-0.46645702956459184,DE942006,1.8208648177346323
1648,R53,DEA1,Dusseldorf,2006,DE,DEA,11.219633345811275,1.7367105765935356,1.5521501382535061,3.2071956443816507,4.239280056594692,4.812179518692245,1.2262296681712634,0.04545509265715242,1.0317801774360051,0.014765240728156437,1.0545957368386956,0.019124028917179903,1.0639836862234033,0.023511695378311215,1.0453566459633752,0.023433297240421425,1.0033914980933116,0.007006298285055279,1.2262296681712634,0.22622966817126344,0.04545509265715242,-1.0,1.0,-1.0,0.0,-0.22745545883765508,DEA12006,1.6049838743105944
1649,R54,DEA2,Koln,2006,DE,DEA,11.028754379456126,1.7089118267213468,1.5370993605717642,3.1768934121772046,4.204854748599293,4.851921229123388,1.2009641866928036,0.0774589046108114,1.027843403461603,0.01507644141046316,1.055956574626104,0.02379022915489526,1.0639143022630384,0.028488458714092113,1.0318153996384685,0.021668810636122915,0.983223594809426,-0.001565628888318904,1.2009641866928036,0.20096418669280358,0.0774589046108114,1.0,-1.0,1.0,0.0,-0.31373375272281506,DEA22006,1.6750278169461832
1650,R55,DEA3,Munster,2006,DE,DEA,10.273789992453978,1.7837455208822401,1.6842305109444407,3.2012618346858637,4.250278772376865,4.954194232896545,1.3568656820323768,0.10363805320346442,1.0324972610531313,0.014039783609947731,1.065627705944445,0.02361234268329726,1.1043497232149861,0.01921416650256269,1.0481176051901069,0.02127555533057124,0.9706748339647214,-0.012326548172697294,1.3568656820323768,0.3568656820323768,0.10363805320346442,1.0,1.0,1.0,1.0,0.2186493345938152,DEA32006,1.7529323982106813
1651,R56,DEA4,Detmold,2006,DE,DEA,10.084551023120985,1.8445081509872654,1.7956432089107757,3.1828506089160955,4.207523399364704,4.832725178429747,1.1549876602829383,0.04283756866373789,1.0262030316917252,0.010308757390423029,1.0435174410238675,0.013834120838034147,1.0527095958064263,0.02179754197610917,1.0526715303130876,0.020700248166896973,1.023140125427558,0.00605882535023583,1.1549876602829383,0.1549876602829383,0.04283756866373789,-1.0,-1.0,-1.0,0.0,-0.4707375391256612,DEA42006,1.6498745695136519
1652,R57,DEA5,Arnsberg,2006,DE,DEA,10.65228582000492,1.79790337959003,1.7175996855028206,3.2024870132483985,4.2310258268289775,4.847619251461416,1.209553814694219,0.05313177848707484,1.0299706952767729,0.01249908178855863,1.0524407230775166,0.01669870332892187,1.0719532497025401,0.01762696326176849,1.0440989132057754,0.02057372046610606,1.0020729867162927,0.004639865097235463,1.209553814694219,0.20955381469421908,0.05313177848707484,-1.0,-1.0,-1.0,0.0,-0.2844013036379975,DEA52006,1.6451322382130176
1653,R58,DEB1,Koblenz,2006,DE,DEB,9.738922781301728,1.8588166139113207,1.8052966386862823,3.187947772511697,4.337789210693716,4.862869704491819,1.1421345620816097,0.06093122369694637,1.0218951105918381,0.01038362555992034,1.0503689686738245,0.015750421693919714,1.0487987322983536,0.022872681896801916,1.045546701149945,0.01716497656446858,1.0305696225985126,-0.0029827038576226705,1.1421345620816097,0.14213456208160968,0.06093122369694637,1.0,-1.0,-1.0,0.0,-0.5146291777985471,DEB12006,1.6749219319801223
1654,R59,DEB2,Trier,2006,DE,DEB,8.60509345792931,1.8536406420757738,1.773140709336054,3.1335204667594323,4.330733920569505,5.0313825242032495,1.1432311150503607,0.04724759256367039,1.0139784141743025,0.01452187044656783,1.0654400498596652,0.03769838518357593,1.0854022960720675,0.02139674575564743,1.0433218360099796,0.02383527333784774,1.0320393775379102,0.004384267824960153,1.1432311150503607,0.14323111505036068,0.04724759256367039,-1.0,-1.0,-1.0,0.0,-0.5108845937351403,DEB22006,1.8978620574438172
1655,R60,DEB3,RheinhessenPfalz,2006,DE,DEB,10.076150985818941,1.7872382574896712,1.7408444311436706,3.161017517172696,4.19623383451787,4.876245436717903,1.1151106190458953,0.06357064746279728,1.0238463106618172,0.011872904252171246,1.0408724977696278,0.016755839576610088,1.0497416626477334,0.016126158269541113,1.0446937637315912,0.019824328971666416,1.0474110522256155,-0.00021518609586301807,1.1151106190458953,0.11511061904589526,0.06357064746279728,1.0,-1.0,-1.0,0.0,-0.6069123864585122,DEB32006,1.7152279195452067
1656,R61,DEC0,Saarland,2006,DE,DEC,9.498181023382706,1.7863009405703836,1.6697720654714443,3.157913296348507,4.111441574950214,4.784189039569136,1.435148701966588,0.09649946530496734,1.0354383682481896,0.013600636583925407,1.0726764722070419,0.024314983880306507,1.1025306364109921,0.01873943246322285,1.0578328364952425,0.01926873917343208,0.974172534094609,-0.0048637543134119054,1.435148701966588,0.43514870196658806,0.09649946530496734,1.0,1.0,1.0,1.0,0.48597554430250267,DEC02006,1.6262757432206292
1657,R62,DED1,Chemnitz,2006,DE,DED,9.545290941754411,1.8769798275813192,1.9220401736684607,3.1526781046281096,4.209611112138734,4.728937351364463,1.307052399009505,0.09230011120125026,1.0358935784669185,0.010558545009497822,1.077535480921191,0.018110307046750762,1.0447042972508265,0.014991382891363925,1.0710748936987982,0.019566171227751505,0.9941673183289907,-0.0029586718976511994,1.307052399009505,0.3070523990095051,0.09230011120125026,1.0,1.0,1.0,1.0,0.04854352933947723,DED12006,1.5762592467363534
1658,R63,DED2,Dresden,2006,DE,DED,9.652376575585524,1.809305032534905,1.786841955469133,3.1379284953149855,4.233990663798843,4.823251817826671,1.4356405947225146,0.03754175689289552,1.0350984737212958,0.009102337675993555,1.0931760502080248,0.009528910749429631,1.1064214259293652,0.0035311784251834677,1.0708721726592587,0.019339199575633792,0.9790350819879006,0.011802727711122118,1.4356405947225146,0.4356405947225146,0.03754175689289552,-1.0,1.0,-1.0,1.0,0.48765529332260316,DED22006,1.6853233225116857
