,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
1554,R232,UKF2,Leicestershire_Rutland_and_Northants,2005,UK,UKF,9.75843259793752,1.917040959533319,1.8953550262185836,3.708594477679619,4.20547214434087,5.342084001056842,1.1506724491623228,0.011732082943312738,1.0718630884563172,0.06899701317296292,0.9976414401627067,0.011830960264831547,1.0207662013665646,0.04113013716888991,1.0011642820913367,0.021702336469382577,0.9959263108159135,-0.0017805757268191114,1.1506724491623228,0.1506724491623228,0.011732082943312738,-1.0,-1.0,-1.0,0.0,-0.31747025964711856,UKF22005,1.6334895233772224
1555,R233,UKF3,Lincolnshire,2005,UK,UKF,8.586995776611799,1.948406305816208,2.0773320726191624,3.494665866328372,4.1062691754518035,5.184540864424195,1.1551514791193747,-0.018191429569494266,1.0237702780207822,0.00396127276440339,0.9955471049692906,0.014982229273612702,0.9927031790109525,0.04980918910896681,1.028798324518927,0.03602092807502877,1.0177310882120314,0.01624138875439396,1.1551514791193747,0.15515147911937466,-0.018191429569494266,-1.0,-1.0,-1.0,0.0,-0.2971807430791233,UKF32005,1.6898749980958225
1556,R234,UKG1,Herefordshire_Worcestershire_and_Warks,2005,UK,UKG,9.555207841860518,1.9594614916200264,1.9656051715322027,3.755903756557737,4.240333466850209,5.472528073560111,1.133383460464698,0.017014798975589107,1.0715240707219496,0.06802971706774019,1.0035366650018664,0.01784252185780144,1.0166656540744798,0.05863845754189745,1.0111228388405884,0.02655304592371832,0.9982414101228471,-0.005768524037054301,1.133383460464698,0.13338346046469796,0.017014798975589107,1.0,-1.0,-1.0,0.0,-0.39578749038411365,UKG12005,1.7166243170023745
1557,R235,UKG2,Shropshire_and_Staffordshire,2005,UK,UKG,9.541502373197595,1.9662341105277166,2.03502018563393,3.6980160796821275,4.207589758185303,5.327814060136544,1.1707038887991383,-0.026724300038342363,1.056126324661609,0.04962348367297387,1.0121691770181158,0.013578481152018096,1.0313419574902047,0.0467927174521906,1.012487634770294,0.026260573804217868,0.9867090304759472,0.0009048511783010804,1.1707038887991383,0.17070388879913834,-0.026724300038342363,-1.0,1.0,-1.0,0.0,-0.2267300256479957,UKG22005,1.6297979804544163
1558,R236,UKG3,West_Midlands,2005,UK,UKG,10.200798588954557,1.7012212037467365,1.7520069121674924,3.4551426572229653,4.046868055559735,5.311176388195901,1.08807541235485,-0.004373724389186817,1.0551711777367596,0.05839203789090763,0.9891174276822043,0.013964128146723431,0.9903338270292894,0.03417993669690722,0.9909643551889806,0.01865720418718564,0.9917873667322029,-0.011294662177740888,1.08807541235485,0.08807541235484995,-0.004373724389186817,-1.0,-1.0,-1.0,0.0,-0.601028000405924,UKG32005,1.8560337309729356
1559,R237,UKH1,East_Anglia,2005,UK,UKH,10.153071158981481,1.751765158354842,1.6667370060231288,3.5835264606970894,4.1676306574887745,5.470278697744868,1.1274637012583077,-0.015134110091787667,1.0560909708494803,0.05847349947321534,0.9864502167750864,0.008200405601001437,0.9890296377229421,0.030396157795117174,0.9883680603093467,0.016832851233423707,1.0082379739553176,0.0034246815485787785,1.1274637012583077,0.12746370125830775,-0.015134110091787667,-1.0,-1.0,-1.0,0.0,-0.4226033531151711,UKH12005,1.8867522370477783
1560,R238,UKH2,Bedfordshire_Hertfordshire,2005,UK,UKH,10.076560596150712,1.7424399408861448,1.6822492027551486,3.594734706337048,4.150923855152358,5.544413559778119,1.1660643082876974,0.03033991486675025,1.0710212828711618,0.06471041529812771,1.0039045458566724,0.009603245804461591,1.0274873335935704,0.04754235784606631,0.9959470979703585,0.016604598141766735,0.9814471015190027,-0.0038091605241283855,1.1660643082876974,0.16606430828769736,0.03033991486675025,1.0,1.0,-1.0,0.0,-0.24774681869427181,UKH22005,1.9496788534410707
1561,R239,UKH3,Essex,2005,UK,UKH,9.772658205455219,1.8175525002558583,1.7363339530006352,3.698490846527511,4.237298189613234,5.439016411828608,1.0853528141770865,-0.04035740512575314,1.0501884729050206,0.06034445032652147,0.9783335082129773,0.006143628483445185,0.960554103279547,0.03224910536021186,0.9894324348738008,0.014691861971135589,1.0217717752388487,0.0010156066617990067,1.0853528141770865,0.08535281417708651,-0.04035740512575314,-1.0,-1.0,-1.0,0.0,-0.6133610728268293,UKH32005,1.7405255653010974
1562,R240,UKI1,Inner_London,2005,UK,UKI,11.4914612804415,1.3686603077778088,1.410529569082468,2.9611019300863974,3.9727841428424036,5.388765182176428,1.30064917069402,0.0700938557453421,1.0073214004506956,-0.0021847766795151102,1.0253347532641375,0.01928063628106247,1.0054973447447277,0.03157035779156092,0.9924885207217281,0.014235331377946192,0.959821000854999,-0.02256340349270336,1.30064917069402,0.30064917069402,0.0700938557453421,1.0,1.0,1.0,1.0,0.3619079105167386,UKI12005,2.4276632520900305
1563,R241,UKI2,Outer_London,2005,UK,UKI,10.798232258958908,1.5283699819247614,1.5524563206597526,3.2377607190758426,3.92836872089379,5.38249289913158,1.036059175567715,-0.000760807401791519,1.0263810831534885,0.03094376903753926,0.9771207437407297,-0.01778913921591574,0.9711698778226087,0.026852204796931733,0.9751472888108828,-0.018871912437855576,0.9946621197806504,-0.021996978117659438,1.036059175567715,0.036059175567715096,-0.000760807401791519,-1.0,-1.0,-1.0,0.0,-0.836655872560636,UKI22005,2.1447321800557373
1564,R242,UKJ1,Berkshire_Bucks_and_Oxfordshire,2005,UK,UKJ,10.555125174499208,1.638371569188115,1.6087377935469278,3.4132561313591423,4.080402813402955,5.571904620290497,1.1404882126249456,0.010168711625808236,1.0449098108617403,0.057086911823002295,0.9843823964686716,0.010955324718916248,1.011214420603349,0.04122689173165084,0.9602049387255965,0.020928930395749945,0.9787984256928991,-0.0033214059364119475,1.1404882126249456,0.1404882126249456,0.010168711625808236,-1.0,-1.0,-1.0,0.0,-0.36360373898055587,UKJ12005,2.158648488931355
1565,R243,UKJ2,Surrey_East_and_West_Sussex,2005,UK,UKJ,10.45470000370575,1.6158498920758777,1.5417268939067188,3.423378739974919,4.04539286843765,5.5158218634228176,1.0605972367043546,-0.038473821999024604,1.0571286493981886,0.05785845982853899,0.978123845184915,0.001768677895373938,0.9977985231614539,0.024115554577024523,0.9866658284768629,0.015793014380004133,0.9958337282303541,0.005020368056809721,1.0605972367043546,0.06059723670435457,-0.038473821999024604,-1.0,-1.0,-1.0,0.0,-0.7255011353179254,UKJ22005,2.0924431234478984
1566,R244,UKJ3,Hampshire_and_Isle_of_Wight,2005,UK,UKJ,9.937128467865508,1.8225984876387515,1.731930855930837,3.64123171177527,4.16011166099694,5.371054658922459,1.0791351583944826,-0.04648586381060493,1.059302819565072,0.05302941384658921,0.9914681243428568,0.0012068204799734472,0.984214992666175,0.008537776024439947,0.9994033437131672,0.02012390463795688,0.9966598123860595,0.008347030317867987,1.0791351583944826,0.0791351583944826,-0.04648586381060493,-1.0,-1.0,-1.0,0.0,-0.6415263745160079,UKJ32005,1.7298229471471886
1567,R245,UKJ4,Kent,2005,UK,UKJ,9.810608288996264,1.813462788761926,1.6246476337768179,3.7230874834169114,4.267342363472374,5.633774252229896,1.1622048395879028,0.07857034631382454,1.0508714071907754,0.06261042422684937,0.9860722641967367,0.013025468086712899,0.9818178864849565,0.047099837211232676,0.9914866032030321,0.011179861833170768,1.0024690955250397,-0.026565331208702636,1.1622048395879028,0.16220483958790277,0.07857034631382454,1.0,-1.0,1.0,0.0,-0.2652297904267681,UKJ42005,1.910686768812985
1568,R246,UKK1,Gloucestershire_Wiltshire_and_North_Somerset,2005,UK,UKK,10.297981091065411,1.8013801484200456,1.6873822281785105,3.5447145035434007,4.206017443068083,5.481730528759773,1.1690049341099544,-0.006995589703826077,1.0537314132548103,0.0627278410735862,0.9987037785957906,0.00921240856691452,1.0074161095476613,0.034039860370303265,0.9891316434469261,0.021110028390530777,0.9899271503071572,0.00259030396555493,1.1690049341099544,0.16900493410995443,-0.006995589703826077,-1.0,1.0,-1.0,0.0,-0.23442610485376178,UKK12005,1.937016025216372
1569,R247,UKK2,Dorset_and_Somerset,2005,UK,UKK,9.45537122791878,1.8988539040114085,1.8033527818723043,3.76007231574511,4.264013526953352,5.5646429279495155,1.132095073725532,0.03721148212248049,1.061674298918685,0.04566242779224705,1.003905686080793,0.01131140023198074,1.0091645081164153,0.04952809097826616,1.010824797944786,0.01634745859215725,1.0032558917825192,-0.008093211832751912,1.132095073725532,0.13209507372553198,0.03721148212248049,1.0,-1.0,-1.0,0.0,-0.40162374161282827,UKK22005,1.8045706122044054
1570,R248,UKK3,Cornwall_and_Isles_of_Scilly,2005,UK,UKK,8.36099011062512,1.8817640597815386,1.7953050290208863,3.4501019524115932,4.1694685808500385,5.458389135204133,1.2622627772997534,-0.06384148381813692,1.0257965120530446,0.03338800279437726,1.0081042514698302,0.007538496689859953,1.0174641350275713,0.020334808947938376,1.0266132705318822,0.03004803555636648,1.0003242655585873,0.006694617367431821,1.2622627772997534,0.26226277729975345,-0.06384148381813692,-1.0,1.0,-1.0,1.0,0.18802174046950854,UKK32005,2.0082871827925395
1571,R249,UKK4,Devon,2005,UK,UKK,9.333184268152108,1.9086262350809515,1.7873421277214006,3.880005049706519,4.307122476932452,5.528751912634179,1.215813080556511,-0.014645974112577953,1.0764154886213155,0.06751892812585969,1.023492524425983,0.010930274963597553,1.0261235682350016,0.03559686520191485,1.0196683829576108,0.019877772398276483,0.9742118204939383,-0.012328168881195034,1.215813080556511,0.21581308055651105,-0.014645974112577953,-1.0,1.0,-1.0,0.0,-0.022390313186569234,UKK42005,1.6487468629276596
1572,R250,UKL1,West_Wales_and_The_Valleys,2005,UK,UKL,9.547021397069566,1.9618153556139697,2.8249173536317214,3.3605573312388763,3.945607964055129,4.7196590542264065,1.1175053683582499,0.023349142007893287,0.9862062948463104,-0.0022057779185935544,0.9912661864107222,0.007784914057308634,0.9934682774450252,0.020770222223319368,0.9687969566740271,0.007861596760926126,0.9801660234326381,0.009294344514792607,1.1175053683582499,0.11750536835824987,0.023349142007893287,1.0,-1.0,-1.0,0.0,-0.46771351364160985,UKL12005,1.3591017229875302
1573,R251,UKL2,East_Wales,2005,UK,UKL,9.37705153623342,2.2481299997681683,3.811804565158911,3.590798805830879,3.985836622820483,4.774201215454049,1.1547860467381985,-0.0022753614980270953,1.0118862635597698,0.014164880549583203,0.9987743858607285,0.013319888258317536,0.9924678167288113,0.04350419914067272,1.011826010221885,0.023557566592789847,1.0431107965906574,0.025226079761756504,1.1547860467381985,0.1547860467381985,-0.0022753614980270953,-1.0,-1.0,-1.0,0.0,-0.2988361118584015,UKL22005,1.1834024096231701
1574,R252,UKM2,North_Eastern_Scotland,2005,UK,UKM,8.89362221068664,2.2690770329933962,4.990258518871922,3.4966355669470444,3.9728578390850067,5.039380447266089,1.1415649813176576,0.04950215046305173,1.0221158238588859,0.005007938848793803,1.0004297863710978,0.012132625079637416,1.0409463266326107,0.05214101798325321,0.9915702231533309,0.008581856254954556,0.9718593297100576,-0.005076878467837553,1.1415649813176576,0.1415649813176576,0.04950215046305173,1.0,-1.0,1.0,0.0,-0.3587260943922935,UKM22005,1.5427448803190442
1575,R253,UKM3,Eastern_Scotland,2005,UK,UKM,10.027633204521573,1.7576723137895254,2.643756895842918,2.8732623620211957,3.8069182822530876,5.173422432670505,1.187670315375195,-0.01519951205816672,0.9489599543916263,0.000662651332898001,0.9963689960186857,0.013150214025855367,1.0636271754079525,0.04630528406193468,0.9607414804597011,0.0195208470005398,0.9738190770186995,0.035993012027544014,1.187670315375195,0.18767031537519507,-0.01519951205816672,-1.0,1.0,-1.0,0.0,-0.14987396609594883,UKM32005,2.3001600706493095
1576,R254,UKM5,South_Western_Scotland,2005,UK,UKM,10.185689798543345,1.7211348092897485,2.429592911647117,2.8825758794520375,3.8318006302696017,5.240418387868091,1.2173668337280394,0.08940066089425458,0.9547533573975974,-0.0059220763546428135,0.9995789400941015,0.024046150078691153,1.079810374505951,0.07210152642975842,0.9682959183211939,0.006870037798856865,0.9886404459030352,-0.0009924012667754667,1.2173668337280394,0.21736683372803944,0.08940066089425458,1.0,1.0,1.0,0.0,-0.01535198099888933,UKM52005,2.357842508416054
1577,R255,UKM6,Highlands_and_Islands,2005,UK,UKM,8.452277711627161,2.5412961622422223,6.281515150577842,1.9999999999999907,3.9791668768091077,5.033196769438834,1.3060612337564577,0.06200721114385144,0.8510653021050115,2.220446049250313e-15,1.0227510522189815,0.018493718759395206,1.0559378415316665,0.037046620756085336,1.0743538335003315,0.028850110147623287,0.8704254011551731,-0.012590844715230531,1.3060612337564577,0.30606123375645766,0.06200721114385144,1.0,1.0,1.0,1.0,0.38642396515921346,UKM62005,3.033196769438843
1578,R256,UKN0,Northern_Ireland,2005,UK,UKN,9.844685176287761,1.810525319052892,1.6533800878101692,3.624489313382728,4.412989769106522,5.869023138569573,1.153258126379511,0.019512701314714942,1.0738572604662224,0.07102512483448797,0.9945944749361104,0.015120227303095923,0.99526515825901,0.037490572903356,1.0154192092229233,0.02452843398783877,1.0161591373643402,-0.013801976082197243,1.153258126379511,0.15325812637951097,0.019512701314714942,1.0,-1.0,-1.0,0.0,-0.3057574242250134,UKN02005,2.244533825186845
1596,R1,AT11,Burgenland,2006,AT,AT1,7.895815747286849,2.122102304129331,2.1745601435833923,3.2974146599064396,4.664302738225906,6.026376366445971,1.2473850294527524,0.02383407622051159,1.0884960507229238,0.01174263181135382,1.1080119258297252,0.017330982871992973,1.0908487893142305,0.04986182805327499,1.1293931656840137,0.031212071927037677,1.0517929274082318,0.021163110642035354,1.2473850294527524,0.24738502945275243,0.02383407622051159,-1.0,-1.0,-1.0,0.0,-0.1552126844639642,AT112006,2.7289617065395317
1597,R2,AT12,Niederosterreich,2006,AT,AT1,9.900967168981202,2.078538828133199,1.835084887081517,3.3540764634388585,4.792549179993199,6.177191547819152,1.2804782103170584,0.09436376174370831,1.0862313522056861,0.006016726001893957,1.1026861753968675,0.022838315324996472,1.1105195912285553,0.06331693577265907,1.0972214059876277,0.016837379983837497,0.9958158266898187,-0.009393491182561942,1.2804782103170584,0.28047821031705844,0.09436376174370831,1.0,-1.0,1.0,0.0,-0.04220382743349063,AT122006,2.823115084380294
1598,R3,AT13,Wien,2006,AT,AT1,10.353157711286705,1.9754354598607275,1.8644314595045894,3.2239952459394496,4.611883277016515,6.070828927536468,1.404392289601702,0.08455685958556325,1.052286761794815,0.011372353634110599,1.1292671215272305,0.02594938891215448,1.2753831742480322,0.08656985726241517,1.093319249134423,0.023646019500203508,0.9417352980133279,0.0019812125658292823,1.404392289601702,0.40439228960170204,0.08455685958556325,-1.0,1.0,1.0,1.0,0.38094644413937506,AT132006,2.846833681597018
1599,R4,AT21,Karnten,2006,AT,AT2,8.815062659805672,2.0872355995416734,2.0462819234177876,3.3222959604578373,4.682205168516529,6.104129137580917,1.306679103030197,0.07807922410660262,1.0869218210839422,0.010574162548846244,1.1054006807899135,0.02371022036570536,1.144562203409418,0.06498225994628681,1.1164998800348058,0.024724586318146224,1.0065216070380012,-0.00134861365974559,1.306679103030197,0.30667910303019696,0.07807922410660262,-1.0,-1.0,1.0,1.0,0.04726877270219114,AT212006,2.7818331771230795
1600,R5,AT22,Steiermark,2006,AT,AT2,9.59750910738641,2.0938116449345805,2.044122456621149,3.310390403955233,4.662345993174575,5.98552141629316,1.2969056231448712,0.08254260364469879,1.074904961310458,0.0085463592060806,1.097926539849741,0.02405834591167233,1.1014684881068475,0.04351665133011151,1.1040359613158057,0.0267164181518611,1.0149929203059165,0.0010566497135995334,1.2969056231448712,0.29690562314487123,0.08254260364469879,-1.0,-1.0,1.0,1.0,0.013893625248708463,AT222006,2.675131012337927
1601,R6,AT31,Oberosterreich,2006,AT,AT3,9.846381654784832,2.050420350820059,1.9686818773527492,3.303605499611865,4.664628120345538,6.0508542647291605,1.2950777382094423,0.07965140415734462,1.0654372056239019,0.0047875089568476525,1.0943330412234051,0.01841231403966459,1.0991923796659886,0.048231578903388916,1.098765408310338,0.02296595071427987,1.0165613463611851,0.003312563246486544,1.2950777382094423,0.2950777382094423,0.07965140415734462,-1.0,-1.0,1.0,1.0,0.007651638774726177,AT312006,2.7472487651172957
1602,R7,AT32,Salzburg,2006,AT,AT3,9.12428123113268,2.0620785793172365,1.888769263339865,3.323453701163618,4.767176470632983,6.2155390271102355,1.290882011381803,0.1053842095411266,1.0960251747964642,0.008938796701759122,1.098785212812107,0.024958239406067673,1.2064292480284244,0.07258237211229313,1.102552857632534,0.02199417123267544,1.010442603341666,-0.01057158422859672,1.290882011381803,0.2908820113818029,0.1053842095411266,1.0,-1.0,1.0,0.0,-0.006676216113198382,AT322006,2.8920853259466175
1603,R8,AT33,Tirol,2006,AT,AT3,9.374995112656768,2.0750493098843976,1.848687106632027,3.3122103729113523,4.796401977666291,6.203454209130214,1.319977207461224,0.08688251755503362,1.097024779759157,0.00801037583178954,1.1038076916117625,0.022503615543874256,1.2274005893599709,0.07047055722573092,1.103200963905361,0.023196622301692615,1.0125101526211695,-0.0019869068411699775,1.319977207461224,0.31997720746122393,0.08688251755503362,1.0,-1.0,1.0,1.0,0.09268004907916652,AT332006,2.891243836218862
1604,R9,AT34,Vorarlberg,2006,AT,AT3,8.676410789551236,2.046142096178553,1.8100161484783888,3.292787699583504,4.738691629081077,6.1770184085987525,1.3782061160371402,0.0915991678575192,1.094223865871405,0.009546933837100147,1.1251841606026494,0.0281546093012639,1.192847327577055,0.07002523617891176,1.1116519443876458,0.027052202179976392,0.9901544134488092,0.0005292108333698753,1.3782061160371402,0.37820611603714016,0.0915991678575192,1.0,1.0,1.0,1.0,0.2915241079587942,AT342006,2.8842307090152484
1605,R10,BE10,Region_de_BruxellesCapitale,2006,BE,BE1,10.147647724010191,1.8596076271491209,1.7621627186716016,3.1576595369378606,4.645612560525997,5.594252769810697,1.3244735161396133,0.07582143284748266,1.0271043166126497,0.005416628302157056,1.0286627342565595,0.014850690676604383,1.0336132377226086,0.010115517385659745,1.018895962947318,0.014617135749662946,0.9746677905918706,-0.0011994989219252794,1.3244735161396133,0.3244735161396133,0.07582143284748266,1.0,1.0,1.0,1.0,0.10803435142575768,BE102006,2.4365932328728364
1606,R11,BE21,Prov_Antwerpen,2006,BE,BE2,10.234326694726757,2.061241647108436,1.7916855235108151,3.1861972508505128,4.79948314312252,5.602871885819394,1.271403911242045,0.042311732974390726,1.015777514966058,0.004759154724846004,1.0246133245453506,0.01086406191786482,1.025731936356985,0.007124928653490681,1.0348388596487872,0.004294757333228594,1.0287220865805538,-0.007618100466942224,1.271403911242045,0.271403911242045,0.042311732974390726,-1.0,-1.0,-1.0,0.0,-0.07319136444375192,BE212006,2.4166746349688815
1607,R12,BE22,Prov_Limburg_B,2006,BE,BE2,9.13551207860372,2.233039414545094,2.2326709353968965,3.195882272367837,4.785536575488718,5.3243746963492935,1.2547474153089384,0.08594497861109529,1.0195622797674844,0.0035966036011843006,1.0284770799945824,0.010958835062427452,0.9775492621481274,0.006136658889148161,1.0321047867791289,0.005675454134180136,1.02136903877367,-0.017574753593620374,1.2547474153089384,0.2547474153089384,0.08594497861109529,1.0,-1.0,1.0,0.0,-0.13007110577932632,BE222006,2.1284924239814567
1608,R13,BE23,Prov_OostVlaanderen,2006,BE,BE2,9.79405351110983,2.127651182126504,1.9919996762156555,3.239141057173055,4.878079850167928,5.5226933073112345,1.3196821635392433,0.06639456601948845,1.017498949477206,0.006339879792118808,1.0300206332986606,0.009743935157373596,1.0038061487931544,0.006452707337417873,1.0311718862206793,0.01272289557235684,1.0281490390756816,0.00969541901826676,1.3196821635392433,0.3196821635392433,0.06639456601948845,-1.0,1.0,-1.0,1.0,0.09167251291836233,BE232006,2.2835522501381798
1609,R14,BE24,Prov_Vlaams_Brabant,2006,BE,BE2,9.610450047875924,2.1060934605168597,2.0199701484696524,3.2008452641974925,4.733292986001805,5.442182464557547,1.3590666950255181,0.08908320216226584,1.011812997476335,0.00315727536409649,1.031709492043996,0.01304052002687639,1.0209736119768105,0.007198491132559326,1.0150052451913905,0.007822014353526807,0.9886018954485114,-0.0053726967909656365,1.3590666950255181,0.35906669502551813,0.08908320216226584,1.0,1.0,1.0,1.0,0.22616550427493542,BE242006,2.2413372003600545
1610,R15,BE25,Prov_WestVlaanderen,2006,BE,BE2,9.670393897216249,2.1549446800605088,1.873798917759511,3.253387720827244,4.931483799385002,5.557297446642179,1.2481460371736344,0.07919488540796027,1.0178573036195058,0.0037304550404282377,1.025861904074986,0.013105615230954104,0.9918935452917028,0.006236248466346739,1.0369869493324657,0.0020200302276291993,1.035423686229501,-0.02026177761849146,1.2481460371736344,0.24814603717363437,0.07919488540796027,1.0,-1.0,1.0,0.0,-0.1526139432586123,BE252006,2.3039097258149352
1611,R16,BE31,Prov_Brabant_Wallon,2006,BE,BE3,8.55840724564448,2.271951984707777,2.341782320383865,3.2279413477789873,4.8078268695599276,5.410571706900138,1.3727947698385345,0.05072433005615551,1.0194878034339905,0.004363558412173285,1.0210713102217068,0.0028117347330052223,0.9988587691704334,-0.0007942839267878199,1.0184308065627876,0.005858082559232036,0.9967899109522178,-0.006341289155247898,1.3727947698385345,0.37279476983853455,0.05072433005615551,-1.0,1.0,-1.0,1.0,0.27304507291504565,BE312006,2.18263035912115
1612,R17,BE32,Prov_Hainaut,2006,BE,BE3,9.33116695282739,2.1908906070718,2.289861097303291,3.262288575916764,4.852594196301993,5.491900090251183,1.231615648906802,0.04825038062348397,1.020276570646808,0.004235877242709796,1.0216910683580205,0.00787463504694208,0.9795964532109458,0.0036517101059079238,1.0415347726632886,0.01423429405271337,1.0490437260671441,0.01195365183025654,1.231615648906802,0.23161564890680197,0.04825038062348397,-1.0,-1.0,-1.0,0.0,-0.2090630435117576,BE322006,2.229611514334419
1613,R18,BE33,Prov_Liege,2006,BE,BE3,9.249119577435053,2.188734565765057,2.1456367382349937,3.2437997229501403,4.843885163546036,5.4394737334762855,1.2546804859931666,0.07806738995754414,1.0225104900217656,0.006584415855003911,1.025227589237781,0.01281783650911028,0.9784693859349688,0.0009034167558517048,1.028682229077298,0.0020644162533740573,1.012812927716191,-0.02171658233811291,1.2546804859931666,0.2546804859931666,0.07806738995754414,1.0,-1.0,1.0,0.0,-0.1302996605836594,BE332006,2.195674010526145
1614,R19,BE34,Prov_Luxembourg_B,2006,BE,BE3,7.858300653892055,2.2331975061794944,2.2956428772398447,3.194993275022669,4.8654811778066485,5.532843349124738,1.2493196388840708,0.07687218963454723,1.0260386956396375,0.002359169097892355,1.0162158592326107,0.007636101773256465,0.9644736093269375,-0.0028105651423881994,1.0385441468692322,-0.0010245279898419835,1.0409500672076046,-0.019942089764108273,1.2493196388840708,0.24931963888407083,0.07687218963454723,1.0,-1.0,1.0,0.0,-0.14860624788326435,BE342006,2.337850074102069
1615,R20,BE35,Prov_Namur,2006,BE,BE3,8.405752347113117,2.2414331688475624,2.363955418645191,3.2481987367390657,4.9148198700302475,5.467477437492313,1.3208161067718054,0.08337049861449075,1.0180359949664046,0.005197281341782434,1.0385688223908056,0.009388222653416545,0.9848718519689733,0.0025347008460403497,1.0156031338934801,0.004923352252210744,0.9912634329383356,-0.011246177540640279,1.3208161067718054,0.3208161067718054,0.08337049861449075,1.0,1.0,1.0,1.0,0.09554477981149441,BE352006,2.2192787007532475
1616,R21,CZ01,Praha,2006,CZ,CZ0,9.60493145929216,2.1035021467030113,1.411100843255552,4.061831718751609,5.3410376593862,6.048956394836672,1.8717938580477602,0.25857620437715645,4.061831718751588,0.16066208273623017,1.0564955217525813,0.022797250074047426,1.000987430797002,0.023556421340048872,1.0166982673656515,-1.8391746143819887e-05,1.0235058064398297,-0.021393419498300092,1.8717938580477602,0.8717938580477602,0.25857620437715645,1.0,1.0,1.0,1.0,1.977061282447692,CZ012006,1.9871246760850632
1617,R22,CZ02,Stredni_Cechy,2006,CZ,CZ0,8.854247256094103,2.1812504440228873,1.3715794945077213,4.208867961449471,5.66894538815656,6.2051667744421755,1.8458484951935263,0.3261583616343948,0.9669138358653583,-0.0019175190418515564,1.0247517733262286,0.020407259555461632,1.0300655904019866,0.025908573168915483,1.0235782511061788,-0.011264259277580235,1.016053824917592,-0.05707407402805731,1.8458484951935263,0.8458484951935263,0.3261583616343948,1.0,1.0,1.0,1.0,1.8884612831481276,CZ022006,1.9962988129927046
1618,R23,CZ03,Jihozapad,2006,CZ,CZ0,8.787713170397954,2.1751319160076075,1.419492564905511,4.126261006948246,5.507816052662448,6.027467591576672,1.7863410751815996,0.23774438458340774,0.9532399950326002,0.0014386796675515123,1.0253573121741961,0.014835390218848055,1.0294650755209829,0.024644089961410653,1.02694946728994,-0.0010699035447190308,1.0265949784207875,-0.03123077872473612,1.7863410751815996,0.7863410751815996,0.23774438458340774,1.0,1.0,1.0,1.0,1.685251275988207,CZ032006,1.9012065846284258
1619,R24,CZ04,Severozapad,2006,CZ,CZ0,8.624657255784522,2.167856941965456,1.4023713737497379,4.168931312206208,5.541857886975396,6.099308161854173,1.7542934124793752,0.1972282681167674,0.9699329117881461,-0.0008850730061443768,1.0350373109583904,0.017277249205763123,1.0343834618551824,0.024439038531872237,1.024393882442517,-0.001673553275096662,1.0085889174320406,-0.025827533953632242,1.7542934124793752,0.7542934124793752,0.1972282681167674,-1.0,-1.0,1.0,1.0,1.5758127258734065,CZ042006,1.9303768496479652
1620,R25,CZ05,Severovychod,2006,CZ,CZ0,8.892923082582566,2.2309610810084153,1.5008835915642331,4.184864607375769,5.498898681901392,6.104045500768029,1.5971820386704303,0.17714639331567472,0.9744010099785738,0.00014127451803269686,1.014119491110952,0.014054970308840842,1.039132290895415,0.031813267260959455,1.0412829907786638,0.003702570130933003,1.0627448233123955,-0.016571279529256744,1.5971820386704303,0.5971820386704303,0.17714639331567472,-1.0,-1.0,1.0,1.0,1.039298062824298,CZ052006,1.9191808933922596
1621,R26,CZ06,Jihovychod,2006,CZ,CZ0,9.040319877629114,2.1920476946470147,1.4720391863202338,4.116284587515533,5.443862217220052,6.008674039498491,1.684762092640202,0.18402881967645013,0.9634710140376354,-0.003249888067343054,1.0061053737032892,0.005469081041318269,1.013780123899805,0.021592552187397418,1.0411248390958479,0.003852143779195183,1.0782129443481865,-0.004025058347491006,1.684762092640202,0.684762092640202,0.18402881967645013,-1.0,-1.0,1.0,1.0,1.3383724201178349,CZ062006,1.8923894519829574
1622,R27,CZ07,Stredni_Morava,2006,CZ,CZ0,8.633414883164903,2.19307214302114,1.451031739893123,4.157988431599207,5.485343457128875,6.017654085518487,1.6742482661291962,0.19266905937886558,0.9843622452233989,-0.002334531205923307,1.0200558434204563,0.014585154819944934,1.0331406337887383,0.019257534608367433,1.0318094281306636,0.0006393946645910642,1.0297424531958779,-0.02347852507485415,1.6742482661291962,0.6742482661291962,0.19266905937886558,-1.0,-1.0,1.0,1.0,1.3024690863797657,CZ072006,1.8596656539192802
1623,R28,CZ08,Moravskoslezko,2006,CZ,CZ0,8.743054942621162,2.106290641262076,1.3608601462827874,4.051094659128368,5.443192381301135,5.954422263680453,1.976292060094273,0.19174898333337698,0.9584956370170553,-0.0006308279831619412,1.0402143015858811,0.01093635390870018,1.0527030296611817,0.0018346608869874714,1.0074512917715068,0.0033598954794971103,0.9611726542941238,-0.012968894244439033,1.976292060094273,0.976292060094273,0.19174898333337698,-1.0,1.0,1.0,1.0,2.333908888709477,CZ082006,1.9033276045520848
