,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
1717,R122,GR13,Dytiki_Makedonia,2006,GR,GR1,8.06837522323207,1.9425150980637484,1.7405488920038943,3.329316939842604,4.786614093758062,5.32546356551475,1.0745778867104958,0.07457788671049581,1.0045096388279153,0.00450963882791533,1.0015070448835637,0.0015070448835636796,0.9815633232239738,-0.01843667677602623,0.9780950780575604,-0.021904921942439648,0.9249336518307497,-0.07506634816925029,1.0745778867104958,0.07457788671049581,1.0,0.26303969789952664,GR132006,1.9961466256721456
1718,R123,GR14,Thessalia,2006,GR,GR1,8.774468540005143,2.014782591637498,1.9465749947947935,3.3172373536066253,4.669214684893849,5.323938993801683,1.0561945280038487,0.05619452800384872,0.9903754669966812,-0.00962453300331878,1.0086428007844648,0.008642800784464777,1.0003901978588374,0.00039019785883742664,0.9915242944296236,-0.008475705570376357,1.0126139500564217,0.012613950056421741,1.0561945280038487,0.05619452800384872,0.0,-0.048298057182697106,GR142006,2.0067016401950575
1719,R124,GR21,Ipeiros,2006,GR,GR2,7.882895917933345,1.9603659585083266,2.016242956525944,3.2643824285775196,4.165418904676604,5.007377582788157,1.027818304297914,0.027818304297914098,0.9783319253856101,-0.02166807461438991,0.9659557412865913,-0.03404425871340866,1.0092423460606086,0.009242346060608586,0.9725030882085448,-0.027496911791455192,1.016892170592971,0.01689217059297099,1.027818304297914,0.027818304297914098,0.0,-0.5288734475286537,GR212006,1.7429951542106377
1720,R125,GR22,Ionia_Nisia,2006,GR,GR2,7.91351062756423,2.0223394082020656,1.9373416854849004,3.378828168497045,4.5342513847633965,5.2284190347495585,1.059171236350137,0.0591712363501371,1.0028130503842874,0.0028130503842873633,1.0100080700568088,0.010008070056808815,1.0053109546064296,0.005310954606429608,0.978283783052037,-0.021716216947962996,0.9706201932152412,-0.029379806784758822,1.059171236350137,0.0591712363501371,1.0,0.0021150206915241665,GR222006,1.8495908662525133
1721,R126,GR23,Dytiki_Ellada,2006,GR,GR2,8.67233955893406,1.8950021106149488,1.8707852122685233,3.209304871710167,4.467234772853015,5.307599929188944,1.056896961319037,0.0568969613190371,0.9972376058116627,-0.002762394188337347,0.98813344763934,-0.011866552360660032,1.0001635957239208,0.00016359572392077304,0.987286964890005,-0.012713035109994997,0.9914573710452058,-0.008542628954794185,1.056896961319037,0.0568969613190371,0.0,-0.03640175385012721,GR232006,2.098295057478777
1722,R127,GR24,Sterea_Ellada,2006,GR,GR2,8.700068272517676,1.9401300619828283,1.8185980314071584,3.24187676037136,4.6204402495117165,5.438642402610774,1.0104389900734776,0.010438990073477594,0.9877994731987444,-0.012200526801255607,0.9768095030316857,-0.023190496968314323,1.0016494635733741,0.0016494635733741436,0.9903811891264946,-0.009618810873505357,1.025436490736628,0.025436490736628015,1.0104389900734776,0.010438990073477594,0.0,-0.823206858623339,GR242006,2.1967656422394137
1723,R128,GR25,Peloponnisos,2006,GR,GR2,8.672991420754423,1.843508474323065,1.5303782717910797,3.249717134401383,4.736664410601001,5.492728574438981,1.0800560692288232,0.08005606922882325,0.9747131877910444,-0.025286812208955567,0.974115543149069,-0.025884456850930992,0.9864454524264287,-0.01355454757357133,0.9573985420193156,-0.042601457980684376,0.9963208108821641,-0.003679189117835935,1.0800560692288232,0.08005606922882325,1.0,0.3558173602627185,GR252006,2.2430114400375984
1724,R129,GR30,Attiki,2006,GR,GR3,10.911614497127538,1.829168998289262,1.8021676829695232,3.2375333084596045,4.356266697095244,5.036968267157901,1.0728339680916412,0.07283396809164122,1.0225671768689777,0.02256717686897769,0.9848659264444096,-0.015134073555590377,0.9522273428748274,-0.047772657125172646,0.9883920586771018,-0.011607941322898219,0.93791047168016,-0.06208952831984005,1.0728339680916412,0.07283396809164122,1.0,0.23350495854615919,GR302006,1.7994349586982965
1725,R130,GR41,Voreio_Aigaio,2006,GR,GR4,7.526342453563233,1.9452714423429942,2.0338443078207233,0.9999999999999936,4.3651687283108185,5.333176774836959,1.1053276704671586,0.10532767046715863,0.9999999999999927,-7.327471962526033e-15,1.0358833550261073,0.03588335502610729,0.9958769473325993,-0.004123052667400651,0.9958382299579064,-0.0041617700420936155,0.9351930730605598,-0.06480692693944023,1.1053276704671586,0.10532767046715863,1.0,0.7838133387142272,GR412006,4.333176774836965
1726,R131,GR42,Notio_Aigaio,2006,GR,GR4,8.461388128913269,2.030946268431875,1.645449415539569,3.6348463416946926,4.791552555497048,5.57001031159279,1.1319180563560371,0.13191805635603715,1.0679890476230107,0.06798904762301072,1.0388197514760098,0.0388197514760098,1.0708110504423756,0.07081105044237557,1.0048334441485491,0.0048334441485491375,0.9023540648663907,-0.09764593513360931,1.1319180563560371,0.13191805635603715,1.0,1.2341440525690404,GR422006,1.9351639698980971
1727,R132,GR43,Kriti,2006,GR,GR4,8.754700934859873,1.9764952862369454,1.949819657225114,3.3367515837821333,4.437870032167268,5.08760380343392,1.0913601915636877,0.09136019156368769,1.0030877041669892,0.0030877041669892247,1.0083017669699963,0.008301766969996294,0.9885803204976267,-0.011419679502373326,0.9998510420085871,-0.00014895799141290134,1.011859444858503,0.011859444858502988,1.0913601915636877,0.09136019156368769,1.0,0.5472622494732504,GR432006,1.7508522196517866
1728,R133,HU10,KozepMagyarorszag,2006,HU,HU1,9.895943335008269,2.0861644834963218,1.75942263763285,3.5946266916079823,4.881622238340775,6.005409229756958,1.0777655132956643,0.07776551329566428,1.0332378482148554,0.033237848214855426,1.0183597203454533,0.0183597203454533,1.037525138320382,0.03752513832038207,1.0398207428089443,0.03982074280894432,1.035967002328478,0.03596700232847794,1.0777655132956643,0.07776551329566428,1.0,0.3170248548506295,HU102006,2.4107825381489754
1729,R134,HU21,KozepDunantul,2006,HU,HU2,8.342672821266287,2.3282137730488377,2.214099106701046,3.510072423934684,4.838899764512817,5.903748032287913,0.9784641383737288,-0.02153586162627119,1.0307859106914359,0.03078591069143588,1.0105772378847788,0.010577237884778823,1.039223566367179,0.03922356636717894,1.0571792820920143,0.05717928209201428,1.0983519915072892,0.09835199150728924,0.9784641383737288,-0.02153586162627119,0.0,-1.3647280629986456,HU212006,2.393675608353229
1730,R135,HU22,NyugatDunantul,2006,HU,HU2,8.38864826557979,2.1983717247617895,1.9060336084674239,3.507549959928353,4.93205046562361,6.025421166814412,1.0612099656088985,0.061209965608898464,1.02957323089624,0.029573230896239977,1.0233807336402887,0.023380733640288698,1.0504780152870876,0.05047801528708762,1.0377298706823856,0.03772987068238565,1.0415486440254664,0.04154864402546643,1.0612099656088985,0.061209965608898464,1.0,0.036642628011382454,HU222006,2.517871206886059
1731,R136,HU23,DelDunantul,2006,HU,HU2,7.863578342910976,2.2330953098295008,2.086427237527527,3.496387589480224,4.81348153782441,5.8778033249964565,1.0049914668605726,0.004991466860572613,1.0343432080336175,0.034343208033617456,1.0222683493977724,0.022268349397772447,1.0467714093021818,0.04677140930218182,1.050237494821637,0.050237494821637085,1.0615227004013876,0.06152270040138763,1.0049914668605726,0.004991466860572613,0.0,-0.9154652796729641,HU232006,2.3814157355162324
1732,R137,HU31,eszakMagyarorszag,2006,HU,HU3,8.102571106393649,2.2427846615205125,2.1052031159534415,3.487508021312083,4.88856569175534,5.981105299367806,0.9915754701191068,-0.00842452988089315,1.0290813606876918,0.02908136068769185,1.0194509312758515,0.019450931275851513,1.043970099131503,0.04397009913150307,1.0513817163612382,0.05138171636123823,1.0778694073206094,0.07786940732060943,0.9915754701191068,-0.00842452988089315,0.0,-1.1426765512545867,HU312006,2.4935972780557236
1733,R138,HU32,eszakAlfold,2006,HU,HU3,8.312373627076651,2.1944059784703622,1.9347432035038472,3.534734300766884,4.918293666016761,5.996319139703131,1.0263364127066865,0.02633641270668652,1.0295359665299726,0.02953596652997259,1.0214575026859636,0.02145750268596358,1.0450797100822242,0.04507971008222422,1.0428850140503352,0.04288501405033518,1.0576267894451035,0.057626789445103466,1.0263364127066865,0.02633641270668652,0.0,-0.5539705371655542,HU322006,2.4615848389362465
1734,R139,HU33,DelAlfold,2006,HU,HU3,8.219541494609249,2.212809003656411,1.9716301407911176,3.5252467220634816,4.895789068609234,5.929862869425648,1.014194214033078,0.014194214033077968,1.0281735451399157,0.028173545139915657,1.0214745789132291,0.021474578913229125,1.046566368778119,0.04656636877811904,1.0365766239613072,0.03657662396130723,1.0428899104064504,0.042889910406450404,1.014194214033078,0.014194214033077968,0.0,-0.7596089592367476,HU332006,2.4046161473621663
1735,R140,IE01,Border_Midlands_and_Western,2006,IE,IE0,9.66954372961649,1.9497243297799967,1.7232661111786196,3.2288335572459204,4.655017741895375,5.421931366810207,1.1326944642729153,0.1326944642729153,1.0003123885107208,0.00031238851072079576,1.0039052265054118,0.0039052265054118074,0.9884059448822489,-0.011594055117751134,0.9878649147219485,-0.012135085278051516,0.9695467322159155,-0.030453267784084526,1.1326944642729153,0.1326944642729153,1.0,1.2472931784565482,IE012006,2.1930978095642866
1736,R141,IE02,Southern_and_Eastern,2006,IE,IE0,11.1930796041688,1.7818952951109515,1.3772018857300126,3.2410262319238687,4.690367658163973,5.490290716664564,1.0777493559751594,0.07774935597515942,1.0034762235934132,0.0034762235934131525,1.0055327999987946,0.005532799998794635,0.999545516216719,-0.00045448378328094563,0.9957048171896239,-0.004295182810376108,0.9891189937363428,-0.010881006263657178,1.0777493559751594,0.07774935597515942,1.0,0.3167512169385156,IE022006,2.2492644847406953
1737,R142,ITC1,Piemonte,2006,IT,ITC,11.092658222945376,1.944338337262455,1.2144070581286142,3.9007302882027464,5.381162513119345,6.027402112084127,1.0223316693003333,0.022331669300333257,1.0292018720354497,0.02920187203544966,1.0108235687564295,0.010823568756429536,1.0043172559507378,0.004317255950737842,0.9879368532326854,-0.01206314676731457,0.9493785572578216,-0.05062144274217839,1.0223316693003333,0.022331669300333257,0.0,-0.6217942597894038,ITC12006,2.126671823881381
1738,R143,ITC2,Valle_dAosta_Vallee_dAoste,2006,IT,ITC,7.692133950038022,2.8034795430397237,4.090306162646378,3.4913615183786417,5.041752011229997,5.705637919463696,1.0330385738463657,0.03303857384636566,1.0321610303618185,0.0321610303618185,1.0193633957262842,0.019363395726284205,1.0181233659251425,0.01812336592514252,1.0141684879096138,0.01416848790961378,0.9820523529532847,-0.017947647046715254,1.0330385738463657,0.03303857384636566,0.0,-0.44046375982825886,ITC22006,2.214276401085054
1739,R144,ITC3,Liguria,2006,IT,ITC,10.01149668896998,2.540880969078689,3.075263364817036,3.233333089345532,5.032759906239522,5.660793685962614,0.9876766540155859,-0.012323345984414091,1.0065992079265094,0.006599207926509365,0.9977952619376633,-0.0022047380623366752,1.0075542858826478,0.007554285882647838,0.9998037402860012,-0.00019625971399883646,1.0012966793750426,0.0012966793750426309,0.9876766540155859,-0.012323345984414091,0.0,-1.2087063052575768,ITC32006,2.427460596617082
1740,R145,ITC4,Lombardia,2006,IT,ITC,11.991623784272665,2.002820140160429,1.9314845054047804,3.0578994591021162,4.552327562072072,5.364961912501563,1.0114847432965524,0.011484743296552358,0.9403453184917455,-0.05965468150825448,0.9799666428488701,-0.02003335715112986,0.9916364222212248,-0.008363577778775166,0.9927980704308202,-0.007201929569179755,1.053533599881018,0.053533599881018024,1.0114847432965524,0.011484743296552358,0.0,-0.8054961417713432,ITC42006,2.307062453399447
1741,R146,ITD1,Provincia_Autonoma_BolzanoBozen,2006,IT,ITD,9.068356059467959,2.8309524400217816,4.80186287372931,3.517817491247517,5.031846716061489,5.53351303872099,1.0604741325791742,0.06047413257917422,1.0370405428035014,0.03704054280350144,1.004846943528139,0.0048469435281390805,0.9941422334596248,-0.0058577665403751755,1.0029211722624352,0.0029211722624351566,0.9243913454526604,-0.07560865454733956,1.0604741325791742,0.06047413257917422,1.0,0.024180672215086046,ITD12006,2.0156955474734732
1742,R147,ITD2,Provincia_Autonoma_Trento,2006,IT,ITD,8.970619923368123,2.888196218677313,5.088380095778857,3.499977125252081,4.9956025709767164,5.508713434417118,1.028912068647686,0.02891206864768603,1.03935172112179,0.03935172112178997,1.0024272517907848,0.0024272517907848457,0.9922696347538791,-0.007730365246120918,1.0050397915885498,0.005039791588549836,0.9539396944023425,-0.0460603055976575,1.028912068647686,0.02891206864768603,0.0,-0.5103496215683937,ITD22006,2.0087363091650365
1743,R148,ITD3,Veneto,2006,IT,ITD,11.242841503784517,2.406932669712007,2.5921631194751065,3.099201177447126,4.964186280848081,5.614179341447947,1.018355534293952,0.01835553429395209,0.9834298750245052,-0.016570124975494815,0.9904581165776997,-0.009541883422300335,0.9802789733355504,-0.019721026664449637,0.9977189235498488,-0.002281076450151187,1.015350869691042,0.015350869691042046,1.018355534293952,0.01835553429395209,0.0,-0.6891334749211276,ITD32006,2.514978164000821
1744,R149,ITD4,FriuliVenezia_Giulia,2006,IT,ITD,9.778690485270273,2.7930851002368904,3.9980139662432563,3.377565898386359,5.018781548410727,5.556736021079558,1.0147729086852764,0.014772908685276365,1.008960304309968,0.00896030430996797,1.0021235881227488,0.0021235881227488207,1.000667865530435,0.0006678655304350745,0.9964813481672639,-0.0035186518327361416,0.9732723479647696,-0.02672765203523042,1.0147729086852764,0.014772908685276365,0.0,-0.749808275000064,ITD42006,2.1791701226931997
1745,R150,ITD5,EmiliaRomagna,2006,IT,ITD,11.160266377203378,2.4136151932859935,2.7335882738761463,3.026367987106839,4.9444091053069865,5.699685851841869,1.0394956954521655,0.03949569545216547,0.9790027341698343,-0.0209972658301657,0.9915949200816974,-0.008405079918302638,0.9889545949710721,-0.011045405028927924,0.9917395036338696,-0.008260496366130354,1.013333841816999,0.013333841816999037,1.0394956954521655,0.03949569545216547,0.0,-0.33110693460808127,ITD52006,2.6733178647350297
1746,R151,ITE1,Toscana,2006,IT,ITE,10.866745081461493,2.45270316308815,2.5503916279080663,3.2234308204382414,5.1180495371655175,5.835881977892997,1.0332370800245951,0.033237080024595134,0.9788271118508658,-0.021172888149134206,0.9947231908491958,-0.005276809150804196,0.9992244706109469,-0.0007755293890531201,0.9909499258142462,-0.009050074185753765,1.0000198347965423,1.9834796542328448e-05,1.0332370800245951,0.033237080024595134,0.0,-0.4371018895146709,ITE12006,2.612451157454756
1747,R152,ITE2,Umbria,2006,IT,ITE,9.31694639317496,2.989822043859534,4.675865778391587,3.561246678079838,5.1247442146652675,5.67527444902238,1.0258541932358718,0.025854193235871792,1.0267168865208331,0.02671688652083315,1.003320113931757,0.0033201139317569073,1.0015906323235675,0.0015906323235674868,0.9988540202332676,-0.0011459797667323635,0.9631919019674475,-0.03680809803255247,1.0258541932358718,0.025854193235871792,0.0,-0.5621373324664646,ITE22006,2.114027770942542
1748,R153,ITE3,Marche,2006,IT,ITE,9.949410708744047,2.791209010952662,3.4636137033248233,3.5106287923235744,5.154798029199132,5.693628650584671,1.0286232766247578,0.028623276624757832,0.9952176522564143,-0.004782347743585658,0.9992119431341384,-0.0007880568658615861,0.9886410460505258,-0.011358953949474171,0.9864603047427197,-0.013539695257280271,0.9728177063423596,-0.027182293657640355,1.0286232766247578,0.028623276624757832,0.0,-0.5152405591570515,ITE32006,2.1829998582610965
1749,R154,ITE4,Lazio,2006,IT,ITE,11.343458607991234,2.3298413417249266,2.7780281518019856,3.0541222801823005,4.991986610465339,5.874628514980611,1.022499798280639,0.022499798280638972,0.9626038711683866,-0.03739612883161336,0.9871878370384224,-0.012812162961577611,0.9990446920880989,-0.0009553079119011265,0.9905737735370407,-0.00942622646295932,1.027515527855884,0.02751552785588407,1.022499798280639,0.022499798280638972,0.0,-0.6189468530598753,ITE42006,2.82050623479831
1750,R155,ITF1,Abruzzo,2006,IT,ITF,9.559192584798563,2.9489373333598117,4.460746866138271,3.4311586407070207,5.121369421865792,5.660552000512274,1.0380114363083812,0.03801143630838122,1.0239241054607162,0.023924105460716216,1.009451308116092,0.009451308116092072,1.0047978362617236,0.004797836261723587,1.00475333999892,0.004753339998919914,0.9670889796429668,-0.032911020357033194,1.0380114363083812,0.03801143630838122,0.0,-0.35624412075344886,ITF12006,2.229393359805253
1751,R156,ITF2,Molise,2006,IT,ITF,8.165980972917968,2.990778459080962,7.270487870041578,3.3469767420797583,4.82993242119625,5.355959379669235,1.0395227918026546,0.03952279180265461,1.0101577256601506,0.010157725660150607,0.995078476732322,-0.00492152326767803,0.9959565341510626,-0.004043465848937444,0.9949090476310102,-0.005090952368989821,0.9694608208527237,-0.03053917914727633,1.0395227918026546,0.03952279180265461,0.0,-0.33064803495504014,ITF22006,2.008982637589477
1752,R157,ITF3,Campania,2006,IT,ITF,10.747044273824777,2.4510935106507774,2.6979222870887827,3.210076339856616,5.1090568640567335,5.757301059628134,1.0118825200573205,0.01188252005732049,0.9815720854729233,-0.018427914527076705,0.9988028507678147,-0.0011971492321852795,0.9980436375309231,-0.0019563624690769332,0.9982483138094398,-0.0017516861905602088,1.0031332504240127,0.00313325042401269,1.0118825200573205,0.01188252005732049,0.0,-0.7987594553095462,ITF32006,2.5472247197715183
1753,R158,ITF4,Puglia,2006,IT,ITF,10.432874924991493,2.4892362024227417,2.8635232319397725,3.176511221327203,5.09170628142992,5.697565780095774,1.0394749208120238,0.03947492081202375,0.9887821258668024,-0.011217874133197636,1.0008614002744147,0.0008614002744147253,0.9989360291143892,-0.001063970885610832,0.9997576493917856,-0.00024235060821442556,0.9895366331435467,-0.010463366856453327,1.0394749208120238,0.03947492081202375,0.0,-0.3314587707402906,ITF42006,2.521054558768571
1754,R159,ITF5,Basilicata,2006,IT,ITF,8.63589225820219,3.01823053654216,6.63759079653698,3.3316546751940432,4.99468670115612,5.566313869084496,1.0611637976640613,0.061163797664061326,1.0324263340034212,0.03242633400342121,1.0159730962433868,0.01597309624338683,1.0072891234290446,0.007289123429044642,1.0194411061916342,0.019441106191634194,0.9653914960953484,-0.034608503904651644,1.0611637976640613,0.061163797664061326,1.0,0.03586073474956206,ITF52006,2.2346591938904528
1755,R160,ITF6,Calabria,2006,IT,ITF,9.775430932183642,2.219678694952561,1.7928631618110158,3.877308045466332,5.195215546124691,5.781999603780752,1.0257165819143441,0.025716581914344117,0.978165849009417,-0.021834150990582946,1.0024189005698536,0.0024189005698536103,0.9795537536426191,-0.020446246357380904,1.013126445861456,0.013126445861455949,1.0060052965357806,0.006005296535780635,1.0257165819143441,0.025716581914344117,0.0,-0.5644678967883604,ITF62006,1.9046915583144206
1756,R161,ITG1,Sicilia,2006,IT,ITG,10.675697808342568,2.148101456520864,1.7498169819581353,3.7776774179232744,5.143621632907019,5.792146868459911,1.0046055010960282,0.004605501096028197,1.0032905996531971,0.0032905996531971127,1.0051448236056348,0.005144823605634841,0.9964731609338471,-0.0035268390661529203,1.0015343469858886,0.0015343469858886127,0.9927056063415957,-0.007294393658404341,1.0046055010960282,0.004605501096028197,0.0,-0.9220019369067917,ITG12006,2.0144694505366365
1757,R162,ITG2,Sardegna,2006,IT,ITG,9.717228505869276,2.2357549380136494,1.7881296180794948,4.057817769577831,5.1439387012589775,5.806634414202761,1.0335926086880898,0.033592608688089776,1.0265730732092768,0.02657307320927682,1.007041220925283,0.0070412209252830316,1.0041839516137703,0.004183951613770276,1.0262568103208376,0.026256810320837598,1.029982484356003,0.029982484356003036,1.0335926086880898,0.033592608688089776,0.0,-0.43108071037509493,ITG22006,1.74881664462493
1758,R163,LT00,Lietuva,2006,LT,LT0,9.428303406539749,1.9380614420417936,1.7244647753637854,3.335155039594075,4.4384200824893725,5.30938041086655,1.1027060323555176,0.10270603235551756,0.9661765113201355,-0.03382348867986451,0.9982578898961947,-0.0017421101038053166,0.9921877197857673,-0.007812280214232747,1.003879247032352,0.0038792470323520956,1.0161816427220014,0.0161816427220014,1.1027060323555176,0.10270603235551756,1.0,0.7394136760986465,LT002006,1.9742253712724747
1759,R164,LU00,Luxembourg_GrandD,2006,LU,LU0,9.750396065315114,1.8031834087040766,1.371261153771959,3.1034617561813214,4.636195008788275,5.301819395679096,1.1837260754185315,0.18372607541853148,0.9728094754697384,-0.027190524530261606,1.015766847996158,0.015766847996157907,1.0196438573541908,0.01964385735419083,0.9748665497202746,-0.025133450279725356,0.9099451203386644,-0.09005487966133563,1.1837260754185315,0.18372607541853148,1.0,2.1115567499746453,LU002006,2.1983576394977744
1760,R165,LV00,Latvija,2006,LV,LV0,8.993705223864906,1.977975980601442,1.3285885242412485,3.912775768823182,5.135731366174957,5.657729210713736,1.1651468844024135,0.16514688440241354,1.0163697175500763,0.016369717550076324,1.0096403006211334,0.009640300621133413,1.000524787775068,0.0005247877750680363,1.0061656737688802,0.00616567376888022,0.9973949987881724,-0.0026050012118276067,1.1651468844024135,0.16514688440241354,1.0,1.7969024088117087,LV002006,1.7449534418905541
1761,R166,MT00,Malta,2006,MT,MT0,7.781024956813563,2.107711144458179,1.7005209952974238,3.918343657554489,4.9646389915269244,5.984414529502676,1.05835155481585,0.05835155481584997,1.1305213615632705,0.13052136156327054,1.0293483802780654,0.02934838027806541,0.9845175068996944,-0.015482493100305583,1.0342219104717454,0.03422191047174539,0.9941607486983753,-0.0058392513016246594,1.05835155481585,0.05835155481584997,0.0,-0.01176698057057563,MT002006,2.0660708719481864
1762,R167,NL11,Groningen,2006,NL,NL1,9.507976106926572,1.7973412778395614,1.6507563467663493,3.3599867438511506,4.617785241737524,5.82615676225468,1.149660480921155,0.14966048092115503,1.0139210842796176,0.01392108427961758,1.008647190497939,0.00864719049793905,0.9962995506869434,-0.003700449313056575,0.9962951367124233,-0.0037048632875766874,0.9792271777488504,-0.020772822251149625,1.149660480921155,0.14966048092115503,1.0,1.5346270449300696,NL112006,2.4661700184035293
1763,R168,NL12,Friesland,2006,NL,NL1,8.991819398668873,1.9760727019940492,2.1185014617121656,3.3712505246147986,4.3961347919883735,5.486704811348816,1.0574211067407022,0.05742110674070222,1.0124252081866572,0.012425208186657155,1.0018635483827358,0.0018635483827358357,0.9959614506833501,-0.004038549316649931,1.0082239525599128,0.008223952559912817,0.9990430888239462,-0.0009569111760537874,1.0574211067407022,0.05742110674070222,0.0,-0.027524907049610834,NL122006,2.1154542867340176
1764,R169,NL13,Drenthe,2006,NL,NL1,8.689350835275745,1.9917174344527524,2.1189038730864307,3.4118080250775957,4.413818557425256,5.599022225881964,1.046340852632111,0.04634085263211096,1.0133137618346248,0.013313761834624849,1.0012379366228314,0.0012379366228314481,0.9900490906170698,-0.009950909382930195,1.009742807632334,0.009742807632334038,1.002123131255901,0.002123131255900912,1.046340852632111,0.04634085263211096,0.0,-0.21517839817482284,NL132006,2.1872142008043687
1765,R170,NL21,Overijssel,2006,NL,NL2,9.552708863823717,2.021821210895653,2.180107158600608,3.3941767268185172,4.392406942725565,5.413489858325098,1.0636530276393867,0.06365302763938674,1.0126701933219546,0.012670193321954626,1.0055624945055786,0.005562494505578552,0.9975873014804634,-0.002412698519536627,1.003857617789847,0.0038576177898470565,0.994673710471579,-0.005326289528420958,1.0636530276393867,0.06365302763938674,1.0,0.07801795339323518,NL212006,2.019313131506581
1766,R171,NL22,Gelderland,2006,NL,NL2,10.079484892082894,1.9240385666770528,2.109274673906346,3.378965643575696,4.304760626347277,5.293536113370543,1.0974478864522195,0.09744788645221947,1.0117326474822907,0.011732647482290748,1.0076054072189853,0.007605407218985283,1.0039023987733482,0.0039023987733481924,1.0070840337785905,0.0070840337785904595,0.9923758647348445,-0.007624135265155485,1.0974478864522195,0.09744788645221947,1.0,0.6503625202380099,NL222006,1.914570469794847
1767,R172,NL23,Flevoland,2006,NL,NL2,8.413486648308727,2.226316082517557,2.9812749818893773,3.2750384655752067,4.271353304102424,5.37438482277203,1.1497557238876868,0.14975572388768676,1.0053883791372362,0.005388379137236221,1.0079233119421571,0.007923311942157119,0.9964555837073061,-0.003544416292693864,1.0065173429502063,0.00651734295020634,0.9897565801068874,-0.010243419893112615,1.1497557238876868,0.14975572388768676,1.0,1.536240065263326,NL232006,2.0993463571968234
1768,R173,NL31,Utrecht,2006,NL,NL3,9.947839238323013,1.8863897933968188,2.0151633531582385,3.3751523132589045,4.401740437855391,5.447524180041671,1.0474018416835191,0.04740184168351913,1.010889779614125,0.010889779614124961,1.0029263152484778,0.002926315248477751,0.9980604377073597,-0.0019395622926402512,1.0056694098603807,0.00566940986038067,1.0083625862810428,0.008362586281042805,1.0474018416835191,0.04740184168351913,0.0,-0.19720964966137536,NL312006,2.0723718667827664
1769,R174,NL32,NoordHolland,2006,NL,NL3,10.693569982169782,1.8526854658263163,1.8242944614087175,3.39208484293213,4.4631661150683835,5.446763333681541,1.023333174742005,0.023333174742004914,1.0098375062353329,0.00983750623533286,1.0005954321384407,0.0005954321384407102,0.9959273293394598,-0.004072670660540179,1.0013919987721143,0.0013919987721142668,1.0092678020523145,0.009267802052314478,1.023333174742005,0.023333174742004914,0.0,-0.6048329166046059,NL322006,2.054678490749411
1770,R175,NL33,ZuidHolland,2006,NL,NL3,10.938475440401557,1.9079820331836344,1.7693087636380547,3.431278622784715,4.55871305466417,5.6061377754461486,1.0457814838205335,0.045781483820533486,1.0114682873289458,0.011468287328945781,1.0028988757495971,0.0028988757495971296,0.9922640203974482,-0.00773597960255179,1.0039448590569726,0.003944859056972616,1.0005861925521589,0.0005861925521588596,1.0457814838205335,0.045781483820533486,0.0,-0.22465178292668392,NL332006,2.1748591526614334
1771,R176,NL34,Zeeland,2006,NL,NL3,8.664754814038266,2.0220627254027534,2.028447446098587,3.4674917427736025,4.456925695801723,5.624700706011223,1.0433557187908797,0.04335571879087974,1.0076730013393744,0.00767300133937443,1.0050444779134589,0.005044477913458856,0.9927164642922355,-0.007283535707764521,0.9982698870696094,-0.0017301129303906038,0.9975315672167179,-0.0024684327832821262,1.0433557187908797,0.04335571879087974,0.0,-0.26573416894444046,NL342006,2.15720896323762
1772,R177,NL41,NoordBrabant,2006,NL,NL4,10.498863811371423,1.9207878432002508,1.8974828002551842,3.409928309608445,4.397751927307214,5.464109094335223,1.054035660569192,0.05403566056919207,1.011595061409712,0.011595061409712004,1.0007506258173162,0.0007506258173162195,0.9932895962549887,-0.006710403745011306,1.0040043340854607,0.004004334085460748,1.0070375813633146,0.00703758136331456,1.054035660569192,0.05403566056919207,0.0,-0.08486030629896382,NL412006,2.054180784726778
1773,R178,NL42,Limburg_NL,2006,NL,NL4,9.652648604244337,1.8941072146176485,1.9171917100715028,3.3804580847167154,4.402326059009985,5.535799763625464,1.060652140889676,0.060652140889676076,1.0123395795121215,0.012339579512121501,1.006999456919548,0.006999456919547953,0.999891174559212,-0.00010882544078805179,1.0072939171842399,0.007293917184239884,0.9974638382706599,-0.002536161729340125,1.060652140889676,0.060652140889676076,1.0,0.027195393771794148,NL422006,2.1553416789087487
1774,R186,PL11,Lodzkie,2006,PL,PL1,9.166225563752947,2.12893769782234,1.5376276275129652,3.6218972610141185,5.308514732430703,6.197938566522078,1.1062231486969296,0.10622314869692961,1.027489418995865,0.02748941899586499,1.02217598543138,0.022175985431380107,1.0228333212092606,0.022833321209260626,1.0173742053443227,0.017374205344322657,1.0069653611192173,0.006965361119217306,1.1062231486969296,0.10622314869692961,1.0,0.7989790212334447,PL112006,2.5760413055079594
