,causes,caused,weight
24001,FI20,FR10,0
24002,FI20,FR21,0
24003,FI20,FR22,0
24004,FI20,FR23,0
24005,FI20,FR24,0
24006,FI20,FR25,0
24007,FI20,FR26,0
24008,FI20,FR30,1
24009,FI20,FR41,0
24010,FI20,FR42,0
24011,FI20,FR43,0
24012,FI20,FR51,0
24013,FI20,FR52,0
24014,FI20,FR53,0
24015,FI20,FR61,0
24016,FI20,FR62,0
24017,FI20,FR63,0
24018,FI20,FR71,0
24019,FI20,FR72,1
24020,FI20,FR81,1
24021,FI20,FR82,0
24022,FI20,FR83,0
24023,FI20,GR11,0
24024,FI20,GR12,0
24025,FI20,GR13,0
24026,FI20,GR14,0
24027,FI20,GR21,0
24028,FI20,GR22,0
24029,FI20,GR23,0
24030,FI20,GR24,0
24031,FI20,GR25,0
24032,FI20,GR30,0
24033,FI20,GR41,0
24034,FI20,GR42,0
24035,FI20,GR43,0
24036,FI20,HU10,0
24037,FI20,HU21,0
24038,FI20,HU22,0
24039,FI20,HU23,0
24040,FI20,HU31,0
24041,FI20,HU32,0
24042,FI20,HU33,0
24043,FI20,IE01,0
24044,FI20,IE02,1
24045,FI20,ITC1,0
24046,FI20,ITC2,0
24047,FI20,ITC3,0
24048,FI20,ITC4,0
24049,FI20,ITD1,0
24050,FI20,ITD2,0
24051,FI20,ITD3,0
24052,FI20,ITD4,0
24053,FI20,ITD5,0
24054,FI20,ITE1,0
24055,FI20,ITE2,0
24056,FI20,ITE3,0
24057,FI20,ITE4,0
24058,FI20,ITF1,0
24059,FI20,ITF2,0
24060,FI20,ITF3,0
24061,FI20,ITF4,0
24062,FI20,ITF5,0
24063,FI20,ITF6,0
24064,FI20,ITG1,0
24065,FI20,ITG2,0
24066,FI20,LT00,0
24067,FI20,LU00,0
24068,FI20,LV00,0
24069,FI20,MT00,0
24070,FI20,NL11,0
24071,FI20,NL12,0
24072,FI20,NL13,0
24073,FI20,NL21,0
24074,FI20,NL22,0
24075,FI20,NL23,0
24076,FI20,NL31,0
24077,FI20,NL32,0
24078,FI20,NL33,0
24079,FI20,NL34,0
24080,FI20,NL41,0
24081,FI20,NL42,0
24082,FI20,PL11,1
24083,FI20,PL12,0
24084,FI20,PL21,1
24085,FI20,PL22,0
24086,FI20,PL31,0
24087,FI20,PL32,0
24088,FI20,PL33,0
24089,FI20,PL34,0
24090,FI20,PL41,0
24091,FI20,PL42,0
24092,FI20,PL43,0
24093,FI20,PL51,0
24094,FI20,PL52,0
24095,FI20,PL61,0
24096,FI20,PL62,1
24097,FI20,PL63,0
24098,FI20,PT11,0
24099,FI20,PT15,0
24100,FI20,PT16,0
24101,FI20,PT17,0
24102,FI20,PT18,0
24103,FI20,SE11,0
24104,FI20,SE12,0
24105,FI20,SE21,0
24106,FI20,SE22,0
24107,FI20,SE23,0
24108,FI20,SE31,0
24109,FI20,SE32,0
24110,FI20,SE33,0
24111,FI20,SI00,0
24112,FI20,SK01,0
24113,FI20,SK02,0
24114,FI20,SK03,0
24115,FI20,SK04,0
24116,FI20,UKC1,0
24117,FI20,UKC2,0
24118,FI20,UKD1,0
24119,FI20,UKD2,0
24120,FI20,UKD3,0
24121,FI20,UKD4,0
24122,FI20,UKD5,0
24123,FI20,UKE1,0
24124,FI20,UKE2,0
24125,FI20,UKE3,0
24126,FI20,UKE4,0
24127,FI20,UKF1,0
24128,FI20,UKF2,0
24129,FI20,UKF3,0
24130,FI20,UKG1,0
24131,FI20,UKG2,0
24132,FI20,UKG3,0
24133,FI20,UKH1,0
24134,FI20,UKH2,1
24135,FI20,UKH3,0
24136,FI20,UKI1,0
24137,FI20,UKI2,0
24138,FI20,UKJ1,0
24139,FI20,UKJ2,1
24140,FI20,UKJ3,0
24141,FI20,UKJ4,0
24142,FI20,UKK1,0
24143,FI20,UKK2,1
24144,FI20,UKK3,0
24145,FI20,UKK4,0
24146,FI20,UKL1,0
24147,FI20,UKL2,0
24148,FI20,UKM2,0
24149,FI20,UKM3,0
24150,FI20,UKM5,0
24151,FI20,UKM6,0
24152,FI20,UKN0,0
24153,FR10,AT11,0
24154,FR10,AT12,0
24155,FR10,AT13,0
24156,FR10,AT21,0
24157,FR10,AT22,0
24158,FR10,AT31,0
24159,FR10,AT32,0
24160,FR10,AT33,0
24161,FR10,AT34,0
24162,FR10,BE10,0
24163,FR10,BE21,0
24164,FR10,BE22,0
24165,FR10,BE23,0
24166,FR10,BE24,0
24167,FR10,BE25,0
24168,FR10,BE31,0
24169,FR10,BE32,0
24170,FR10,BE33,0
24171,FR10,BE34,0
24172,FR10,BE35,0
24173,FR10,CZ01,0
24174,FR10,CZ02,0
24175,FR10,CZ03,0
24176,FR10,CZ04,0
24177,FR10,CZ05,0
24178,FR10,CZ06,0
24179,FR10,CZ07,0
24180,FR10,CZ08,0
24181,FR10,DE11,0
24182,FR10,DE12,0
24183,FR10,DE13,0
24184,FR10,DE14,0
24185,FR10,DE21,0
24186,FR10,DE22,0
24187,FR10,DE23,0
24188,FR10,DE24,0
24189,FR10,DE25,0
24190,FR10,DE26,0
24191,FR10,DE27,0
24192,FR10,DE30,0
24193,FR10,DE41,0
24194,FR10,DE42,0
24195,FR10,DE50,0
24196,FR10,DE60,0
24197,FR10,DE71,0
24198,FR10,DE72,0
24199,FR10,DE73,0
24200,FR10,DE80,0
24201,FR10,DE91,0
24202,FR10,DE92,0
24203,FR10,DE93,0
24204,FR10,DE94,0
24205,FR10,DEA1,1
24206,FR10,DEA2,0
24207,FR10,DEA3,0
24208,FR10,DEA4,0
24209,FR10,DEA5,0
24210,FR10,DEB1,0
24211,FR10,DEB2,0
24212,FR10,DEB3,0
24213,FR10,DEC0,0
24214,FR10,DED1,0
24215,FR10,DED2,0
24216,FR10,DED3,0
24217,FR10,DEE1,0
24218,FR10,DEE2,0
24219,FR10,DEE3,0
24220,FR10,DEF0,1
24221,FR10,DEG0,0
24222,FR10,DK01,0
24223,FR10,DK02,0
24224,FR10,DK03,0
24225,FR10,EE00,0
24226,FR10,ES11,1
24227,FR10,ES12,0
24228,FR10,ES13,0
24229,FR10,ES21,0
24230,FR10,ES22,0
24231,FR10,ES23,1
24232,FR10,ES24,0
24233,FR10,ES30,0
24234,FR10,ES41,0
24235,FR10,ES42,1
24236,FR10,ES43,0
24237,FR10,ES51,0
24238,FR10,ES52,0
24239,FR10,ES53,0
24240,FR10,ES61,0
24241,FR10,ES62,0
24242,FR10,ES63,0
24243,FR10,ES64,0
24244,FR10,ES70,0
24245,FR10,FI13,0
24246,FR10,FI18,0
24247,FR10,FI19,0
24248,FR10,FI1A,0
24249,FR10,FI20,0
24250,FR10,FR10,0
24251,FR10,FR21,0
24252,FR10,FR22,0
24253,FR10,FR23,0
24254,FR10,FR24,0
24255,FR10,FR25,0
24256,FR10,FR26,0
24257,FR10,FR30,0
24258,FR10,FR41,0
24259,FR10,FR42,0
24260,FR10,FR43,0
24261,FR10,FR51,0
24262,FR10,FR52,0
24263,FR10,FR53,0
24264,FR10,FR61,0
24265,FR10,FR62,0
24266,FR10,FR63,0
24267,FR10,FR71,0
24268,FR10,FR72,0
24269,FR10,FR81,0
24270,FR10,FR82,0
24271,FR10,FR83,0
24272,FR10,GR11,0
24273,FR10,GR12,1
24274,FR10,GR13,0
24275,FR10,GR14,0
24276,FR10,GR21,0
24277,FR10,GR22,0
24278,FR10,GR23,0
24279,FR10,GR24,0
24280,FR10,GR25,0
24281,FR10,GR30,0
24282,FR10,GR41,0
24283,FR10,GR42,0
24284,FR10,GR43,0
24285,FR10,HU10,0
24286,FR10,HU21,0
24287,FR10,HU22,0
24288,FR10,HU23,0
24289,FR10,HU31,0
24290,FR10,HU32,0
24291,FR10,HU33,0
24292,FR10,IE01,0
24293,FR10,IE02,0
24294,FR10,ITC1,0
24295,FR10,ITC2,0
24296,FR10,ITC3,0
24297,FR10,ITC4,0
24298,FR10,ITD1,0
24299,FR10,ITD2,0
24300,FR10,ITD3,0
24301,FR10,ITD4,0
24302,FR10,ITD5,1
24303,FR10,ITE1,0
24304,FR10,ITE2,0
24305,FR10,ITE3,0
24306,FR10,ITE4,0
24307,FR10,ITF1,0
24308,FR10,ITF2,0
24309,FR10,ITF3,0
24310,FR10,ITF4,1
24311,FR10,ITF5,0
24312,FR10,ITF6,0
24313,FR10,ITG1,0
24314,FR10,ITG2,0
24315,FR10,LT00,0
24316,FR10,LU00,0
24317,FR10,LV00,0
24318,FR10,MT00,0
24319,FR10,NL11,0
24320,FR10,NL12,0
24321,FR10,NL13,0
24322,FR10,NL21,0
24323,FR10,NL22,0
24324,FR10,NL23,0
24325,FR10,NL31,0
24326,FR10,NL32,0
24327,FR10,NL33,0
24328,FR10,NL34,0
24329,FR10,NL41,0
24330,FR10,NL42,0
24331,FR10,PL11,0
24332,FR10,PL12,0
24333,FR10,PL21,0
24334,FR10,PL22,0
24335,FR10,PL31,0
24336,FR10,PL32,0
24337,FR10,PL33,0
24338,FR10,PL34,0
24339,FR10,PL41,0
24340,FR10,PL42,0
24341,FR10,PL43,0
24342,FR10,PL51,0
24343,FR10,PL52,0
24344,FR10,PL61,0
24345,FR10,PL62,0
24346,FR10,PL63,0
24347,FR10,PT11,0
24348,FR10,PT15,0
24349,FR10,PT16,1
24350,FR10,PT17,0
24351,FR10,PT18,0
24352,FR10,SE11,0
24353,FR10,SE12,0
24354,FR10,SE21,0
24355,FR10,SE22,0
24356,FR10,SE23,0
24357,FR10,SE31,0
24358,FR10,SE32,0
24359,FR10,SE33,0
24360,FR10,SI00,0
24361,FR10,SK01,0
24362,FR10,SK02,0
24363,FR10,SK03,0
24364,FR10,SK04,0
24365,FR10,UKC1,0
24366,FR10,UKC2,0
24367,FR10,UKD1,0
24368,FR10,UKD2,0
24369,FR10,UKD3,0
24370,FR10,UKD4,0
24371,FR10,UKD5,0
24372,FR10,UKE1,0
24373,FR10,UKE2,0
24374,FR10,UKE3,0
24375,FR10,UKE4,0
24376,FR10,UKF1,0
24377,FR10,UKF2,0
24378,FR10,UKF3,0
24379,FR10,UKG1,0
24380,FR10,UKG2,1
24381,FR10,UKG3,0
24382,FR10,UKH1,0
24383,FR10,UKH2,0
24384,FR10,UKH3,0
24385,FR10,UKI1,0
24386,FR10,UKI2,0
24387,FR10,UKJ1,0
24388,FR10,UKJ2,1
24389,FR10,UKJ3,0
24390,FR10,UKJ4,0
24391,FR10,UKK1,0
24392,FR10,UKK2,0
24393,FR10,UKK3,0
24394,FR10,UKK4,1
24395,FR10,UKL1,0
24396,FR10,UKL2,0
24397,FR10,UKM2,0
24398,FR10,UKM3,0
24399,FR10,UKM5,0
24400,FR10,UKM6,0
24401,FR10,UKN0,0
24402,FR21,AT11,0
24403,FR21,AT12,0
24404,FR21,AT13,0
24405,FR21,AT21,0
24406,FR21,AT22,0
24407,FR21,AT31,0
24408,FR21,AT32,0
24409,FR21,AT33,0
24410,FR21,AT34,1
24411,FR21,BE10,0
24412,FR21,BE21,0
24413,FR21,BE22,0
24414,FR21,BE23,0
24415,FR21,BE24,0
24416,FR21,BE25,0
24417,FR21,BE31,0
24418,FR21,BE32,0
24419,FR21,BE33,0
24420,FR21,BE34,0
24421,FR21,BE35,0
24422,FR21,CZ01,0
24423,FR21,CZ02,0
24424,FR21,CZ03,0
24425,FR21,CZ04,0
24426,FR21,CZ05,0
24427,FR21,CZ06,0
24428,FR21,CZ07,0
24429,FR21,CZ08,0
24430,FR21,DE11,0
24431,FR21,DE12,0
24432,FR21,DE13,0
24433,FR21,DE14,1
24434,FR21,DE21,0
24435,FR21,DE22,0
24436,FR21,DE23,0
24437,FR21,DE24,0
24438,FR21,DE25,0
24439,FR21,DE26,1
24440,FR21,DE27,0
24441,FR21,DE30,0
24442,FR21,DE41,0
24443,FR21,DE42,0
24444,FR21,DE50,0
24445,FR21,DE60,0
24446,FR21,DE71,0
24447,FR21,DE72,0
24448,FR21,DE73,0
24449,FR21,DE80,1
24450,FR21,DE91,0
24451,FR21,DE92,0
24452,FR21,DE93,0
24453,FR21,DE94,0
24454,FR21,DEA1,0
24455,FR21,DEA2,0
24456,FR21,DEA3,0
24457,FR21,DEA4,0
24458,FR21,DEA5,0
24459,FR21,DEB1,0
24460,FR21,DEB2,0
24461,FR21,DEB3,0
24462,FR21,DEC0,0
24463,FR21,DED1,0
24464,FR21,DED2,0
24465,FR21,DED3,0
24466,FR21,DEE1,1
24467,FR21,DEE2,0
24468,FR21,DEE3,0
24469,FR21,DEF0,0
24470,FR21,DEG0,0
24471,FR21,DK01,0
24472,FR21,DK02,0
24473,FR21,DK03,0
24474,FR21,EE00,0
24475,FR21,ES11,0
24476,FR21,ES12,0
24477,FR21,ES13,0
24478,FR21,ES21,0
24479,FR21,ES22,0
24480,FR21,ES23,0
24481,FR21,ES24,0
24482,FR21,ES30,0
24483,FR21,ES41,0
24484,FR21,ES42,0
24485,FR21,ES43,0
24486,FR21,ES51,1
24487,FR21,ES52,0
24488,FR21,ES53,0
24489,FR21,ES61,0
24490,FR21,ES62,0
24491,FR21,ES63,0
24492,FR21,ES64,0
24493,FR21,ES70,0
24494,FR21,FI13,0
24495,FR21,FI18,0
24496,FR21,FI19,0
24497,FR21,FI1A,0
24498,FR21,FI20,0
24499,FR21,FR10,0
24500,FR21,FR21,0
24501,FR21,FR22,0
24502,FR21,FR23,0
24503,FR21,FR24,0
24504,FR21,FR25,0
24505,FR21,FR26,0
24506,FR21,FR30,0
24507,FR21,FR41,0
24508,FR21,FR42,0
24509,FR21,FR43,0
24510,FR21,FR51,0
24511,FR21,FR52,0
24512,FR21,FR53,1
24513,FR21,FR61,0
24514,FR21,FR62,0
24515,FR21,FR63,0
24516,FR21,FR71,0
24517,FR21,FR72,0
24518,FR21,FR81,0
24519,FR21,FR82,0
24520,FR21,FR83,0
24521,FR21,GR11,0
24522,FR21,GR12,0
24523,FR21,GR13,0
24524,FR21,GR14,0
24525,FR21,GR21,0
24526,FR21,GR22,0
24527,FR21,GR23,0
24528,FR21,GR24,0
24529,FR21,GR25,0
24530,FR21,GR30,0
24531,FR21,GR41,0
24532,FR21,GR42,0
24533,FR21,GR43,0
24534,FR21,HU10,0
24535,FR21,HU21,0
24536,FR21,HU22,0
24537,FR21,HU23,0
24538,FR21,HU31,0
24539,FR21,HU32,0
24540,FR21,HU33,0
24541,FR21,IE01,0
24542,FR21,IE02,0
24543,FR21,ITC1,0
24544,FR21,ITC2,0
24545,FR21,ITC3,0
24546,FR21,ITC4,0
24547,FR21,ITD1,0
24548,FR21,ITD2,0
24549,FR21,ITD3,1
24550,FR21,ITD4,0
24551,FR21,ITD5,0
24552,FR21,ITE1,0
24553,FR21,ITE2,0
24554,FR21,ITE3,0
24555,FR21,ITE4,0
24556,FR21,ITF1,0
24557,FR21,ITF2,0
24558,FR21,ITF3,0
24559,FR21,ITF4,0
24560,FR21,ITF5,0
24561,FR21,ITF6,0
24562,FR21,ITG1,0
24563,FR21,ITG2,0
24564,FR21,LT00,0
24565,FR21,LU00,0
24566,FR21,LV00,0
24567,FR21,MT00,0
24568,FR21,NL11,0
24569,FR21,NL12,0
24570,FR21,NL13,0
24571,FR21,NL21,0
24572,FR21,NL22,0
24573,FR21,NL23,0
24574,FR21,NL31,0
24575,FR21,NL32,0
24576,FR21,NL33,0
24577,FR21,NL34,0
24578,FR21,NL41,0
24579,FR21,NL42,0
24580,FR21,PL11,0
24581,FR21,PL12,0
24582,FR21,PL21,1
24583,FR21,PL22,0
24584,FR21,PL31,0
24585,FR21,PL32,0
24586,FR21,PL33,1
24587,FR21,PL34,0
24588,FR21,PL41,0
24589,FR21,PL42,0
24590,FR21,PL43,0
24591,FR21,PL51,1
24592,FR21,PL52,0
24593,FR21,PL61,1
24594,FR21,PL62,0
24595,FR21,PL63,0
24596,FR21,PT11,0
24597,FR21,PT15,0
24598,FR21,PT16,0
24599,FR21,PT17,0
24600,FR21,PT18,0
24601,FR21,SE11,0
24602,FR21,SE12,0
24603,FR21,SE21,0
24604,FR21,SE22,0
24605,FR21,SE23,0
24606,FR21,SE31,0
24607,FR21,SE32,0
24608,FR21,SE33,0
24609,FR21,SI00,0
24610,FR21,SK01,0
24611,FR21,SK02,0
24612,FR21,SK03,0
24613,FR21,SK04,0
24614,FR21,UKC1,0
24615,FR21,UKC2,0
24616,FR21,UKD1,0
24617,FR21,UKD2,0
24618,FR21,UKD3,0
24619,FR21,UKD4,0
24620,FR21,UKD5,0
24621,FR21,UKE1,0
24622,FR21,UKE2,0
24623,FR21,UKE3,0
24624,FR21,UKE4,0
24625,FR21,UKF1,0
24626,FR21,UKF2,0
24627,FR21,UKF3,0
24628,FR21,UKG1,0
24629,FR21,UKG2,0
24630,FR21,UKG3,0
24631,FR21,UKH1,0
24632,FR21,UKH2,0
24633,FR21,UKH3,0
24634,FR21,UKI1,0
24635,FR21,UKI2,1
24636,FR21,UKJ1,0
24637,FR21,UKJ2,0
24638,FR21,UKJ3,0
24639,FR21,UKJ4,0
24640,FR21,UKK1,0
24641,FR21,UKK2,0
24642,FR21,UKK3,0
24643,FR21,UKK4,1
24644,FR21,UKL1,0
24645,FR21,UKL2,0
24646,FR21,UKM2,0
24647,FR21,UKM3,0
24648,FR21,UKM5,0
24649,FR21,UKM6,0
24650,FR21,UKN0,0
24651,FR22,AT11,0
24652,FR22,AT12,0
24653,FR22,AT13,0
24654,FR22,AT21,0
24655,FR22,AT22,0
24656,FR22,AT31,0
24657,FR22,AT32,0
24658,FR22,AT33,0
24659,FR22,AT34,0
24660,FR22,BE10,0
24661,FR22,BE21,0
24662,FR22,BE22,0
24663,FR22,BE23,0
24664,FR22,BE24,0
24665,FR22,BE25,0
24666,FR22,BE31,0
24667,FR22,BE32,0
24668,FR22,BE33,1
24669,FR22,BE34,0
24670,FR22,BE35,0
24671,FR22,CZ01,0
24672,FR22,CZ02,0
24673,FR22,CZ03,0
24674,FR22,CZ04,0
24675,FR22,CZ05,0
24676,FR22,CZ06,0
24677,FR22,CZ07,1
24678,FR22,CZ08,1
24679,FR22,DE11,0
24680,FR22,DE12,0
24681,FR22,DE13,0
24682,FR22,DE14,0
24683,FR22,DE21,0
24684,FR22,DE22,0
24685,FR22,DE23,0
24686,FR22,DE24,0
24687,FR22,DE25,0
24688,FR22,DE26,0
24689,FR22,DE27,0
24690,FR22,DE30,0
24691,FR22,DE41,0
24692,FR22,DE42,0
24693,FR22,DE50,0
24694,FR22,DE60,1
24695,FR22,DE71,1
24696,FR22,DE72,0
24697,FR22,DE73,0
24698,FR22,DE80,0
24699,FR22,DE91,0
24700,FR22,DE92,0
24701,FR22,DE93,0
24702,FR22,DE94,0
24703,FR22,DEA1,0
24704,FR22,DEA2,0
24705,FR22,DEA3,0
24706,FR22,DEA4,0
24707,FR22,DEA5,0
24708,FR22,DEB1,0
24709,FR22,DEB2,0
24710,FR22,DEB3,0
24711,FR22,DEC0,0
24712,FR22,DED1,0
24713,FR22,DED2,0
24714,FR22,DED3,0
24715,FR22,DEE1,0
24716,FR22,DEE2,0
24717,FR22,DEE3,0
24718,FR22,DEF0,0
24719,FR22,DEG0,0
24720,FR22,DK01,0
24721,FR22,DK02,0
24722,FR22,DK03,1
24723,FR22,EE00,0
24724,FR22,ES11,0
24725,FR22,ES12,0
24726,FR22,ES13,0
24727,FR22,ES21,0
24728,FR22,ES22,0
24729,FR22,ES23,0
24730,FR22,ES24,0
24731,FR22,ES30,0
24732,FR22,ES41,0
24733,FR22,ES42,0
24734,FR22,ES43,0
24735,FR22,ES51,0
24736,FR22,ES52,0
24737,FR22,ES53,1
24738,FR22,ES61,0
24739,FR22,ES62,0
24740,FR22,ES63,0
24741,FR22,ES64,0
24742,FR22,ES70,0
24743,FR22,FI13,1
24744,FR22,FI18,0
24745,FR22,FI19,0
24746,FR22,FI1A,0
24747,FR22,FI20,0
24748,FR22,FR10,0
24749,FR22,FR21,0
24750,FR22,FR22,0
24751,FR22,FR23,0
24752,FR22,FR24,0
24753,FR22,FR25,0
24754,FR22,FR26,0
24755,FR22,FR30,0
24756,FR22,FR41,0
24757,FR22,FR42,0
24758,FR22,FR43,0
24759,FR22,FR51,0
24760,FR22,FR52,0
24761,FR22,FR53,0
24762,FR22,FR61,0
24763,FR22,FR62,0
24764,FR22,FR63,0
24765,FR22,FR71,0
24766,FR22,FR72,0
24767,FR22,FR81,0
24768,FR22,FR82,0
24769,FR22,FR83,0
24770,FR22,GR11,0
24771,FR22,GR12,0
24772,FR22,GR13,0
24773,FR22,GR14,0
24774,FR22,GR21,1
24775,FR22,GR22,0
24776,FR22,GR23,0
24777,FR22,GR24,1
24778,FR22,GR25,0
24779,FR22,GR30,0
24780,FR22,GR41,0
24781,FR22,GR42,0
24782,FR22,GR43,0
24783,FR22,HU10,0
24784,FR22,HU21,0
24785,FR22,HU22,0
24786,FR22,HU23,0
24787,FR22,HU31,0
24788,FR22,HU32,0
24789,FR22,HU33,0
24790,FR22,IE01,0
24791,FR22,IE02,0
24792,FR22,ITC1,0
24793,FR22,ITC2,1
24794,FR22,ITC3,0
24795,FR22,ITC4,0
24796,FR22,ITD1,0
24797,FR22,ITD2,0
24798,FR22,ITD3,0
24799,FR22,ITD4,0
24800,FR22,ITD5,0
24801,FR22,ITE1,0
24802,FR22,ITE2,0
24803,FR22,ITE3,0
24804,FR22,ITE4,0
24805,FR22,ITF1,0
24806,FR22,ITF2,0
24807,FR22,ITF3,0
24808,FR22,ITF4,0
24809,FR22,ITF5,0
24810,FR22,ITF6,0
24811,FR22,ITG1,0
24812,FR22,ITG2,0
24813,FR22,LT00,0
24814,FR22,LU00,0
24815,FR22,LV00,0
24816,FR22,MT00,0
24817,FR22,NL11,0
24818,FR22,NL12,0
24819,FR22,NL13,0
24820,FR22,NL21,0
24821,FR22,NL22,0
24822,FR22,NL23,0
24823,FR22,NL31,0
24824,FR22,NL32,0
24825,FR22,NL33,0
24826,FR22,NL34,0
24827,FR22,NL41,0
24828,FR22,NL42,0
24829,FR22,PL11,0
24830,FR22,PL12,0
24831,FR22,PL21,0
24832,FR22,PL22,0
24833,FR22,PL31,0
24834,FR22,PL32,0
24835,FR22,PL33,0
24836,FR22,PL34,0
24837,FR22,PL41,0
24838,FR22,PL42,0
24839,FR22,PL43,1
24840,FR22,PL51,0
24841,FR22,PL52,0
24842,FR22,PL61,0
24843,FR22,PL62,0
24844,FR22,PL63,0
24845,FR22,PT11,0
24846,FR22,PT15,0
24847,FR22,PT16,0
24848,FR22,PT17,0
24849,FR22,PT18,0
24850,FR22,SE11,0
24851,FR22,SE12,0
24852,FR22,SE21,0
24853,FR22,SE22,1
24854,FR22,SE23,0
24855,FR22,SE31,0
24856,FR22,SE32,0
24857,FR22,SE33,0
24858,FR22,SI00,0
24859,FR22,SK01,0
24860,FR22,SK02,0
24861,FR22,SK03,0
24862,FR22,SK04,0
24863,FR22,UKC1,0
24864,FR22,UKC2,0
24865,FR22,UKD1,0
24866,FR22,UKD2,0
24867,FR22,UKD3,0
24868,FR22,UKD4,0
24869,FR22,UKD5,0
24870,FR22,UKE1,0
24871,FR22,UKE2,0
24872,FR22,UKE3,0
24873,FR22,UKE4,0
24874,FR22,UKF1,0
24875,FR22,UKF2,0
24876,FR22,UKF3,0
24877,FR22,UKG1,0
24878,FR22,UKG2,0
24879,FR22,UKG3,0
24880,FR22,UKH1,0
24881,FR22,UKH2,0
24882,FR22,UKH3,0
24883,FR22,UKI1,0
24884,FR22,UKI2,0
24885,FR22,UKJ1,0
24886,FR22,UKJ2,0
24887,FR22,UKJ3,0
24888,FR22,UKJ4,0
24889,FR22,UKK1,0
24890,FR22,UKK2,0
24891,FR22,UKK3,0
24892,FR22,UKK4,0
24893,FR22,UKL1,0
24894,FR22,UKL2,0
24895,FR22,UKM2,0
24896,FR22,UKM3,0
24897,FR22,UKM5,0
24898,FR22,UKM6,0
24899,FR22,UKN0,0
24900,FR23,AT11,0
24901,FR23,AT12,0
24902,FR23,AT13,0
24903,FR23,AT21,0
24904,FR23,AT22,0
24905,FR23,AT31,0
24906,FR23,AT32,0
24907,FR23,AT33,0
24908,FR23,AT34,1
24909,FR23,BE10,0
24910,FR23,BE21,0
24911,FR23,BE22,0
24912,FR23,BE23,0
24913,FR23,BE24,0
24914,FR23,BE25,0
24915,FR23,BE31,0
24916,FR23,BE32,0
24917,FR23,BE33,0
24918,FR23,BE34,0
24919,FR23,BE35,0
24920,FR23,CZ01,0
24921,FR23,CZ02,0
24922,FR23,CZ03,0
24923,FR23,CZ04,0
24924,FR23,CZ05,0
24925,FR23,CZ06,0
24926,FR23,CZ07,0
24927,FR23,CZ08,0
24928,FR23,DE11,0
24929,FR23,DE12,0
24930,FR23,DE13,0
24931,FR23,DE14,0
24932,FR23,DE21,0
24933,FR23,DE22,0
24934,FR23,DE23,0
24935,FR23,DE24,0
24936,FR23,DE25,0
24937,FR23,DE26,0
24938,FR23,DE27,0
24939,FR23,DE30,0
24940,FR23,DE41,0
24941,FR23,DE42,0
24942,FR23,DE50,0
24943,FR23,DE60,0
24944,FR23,DE71,0
24945,FR23,DE72,0
24946,FR23,DE73,0
24947,FR23,DE80,0
24948,FR23,DE91,1
24949,FR23,DE92,0
24950,FR23,DE93,0
24951,FR23,DE94,0
24952,FR23,DEA1,0
24953,FR23,DEA2,0
24954,FR23,DEA3,1
24955,FR23,DEA4,0
24956,FR23,DEA5,0
24957,FR23,DEB1,0
24958,FR23,DEB2,0
24959,FR23,DEB3,0
24960,FR23,DEC0,0
24961,FR23,DED1,0
24962,FR23,DED2,0
24963,FR23,DED3,0
24964,FR23,DEE1,0
24965,FR23,DEE2,1
24966,FR23,DEE3,0
24967,FR23,DEF0,0
24968,FR23,DEG0,0
24969,FR23,DK01,0
24970,FR23,DK02,0
24971,FR23,DK03,0
24972,FR23,EE00,0
24973,FR23,ES11,0
24974,FR23,ES12,0
24975,FR23,ES13,0
24976,FR23,ES21,0
24977,FR23,ES22,0
24978,FR23,ES23,0
24979,FR23,ES24,0
24980,FR23,ES30,0
24981,FR23,ES41,0
24982,FR23,ES42,0
24983,FR23,ES43,0
24984,FR23,ES51,0
24985,FR23,ES52,0
24986,FR23,ES53,0
24987,FR23,ES61,0
24988,FR23,ES62,0
24989,FR23,ES63,0
24990,FR23,ES64,0
24991,FR23,ES70,0
24992,FR23,FI13,0
24993,FR23,FI18,0
24994,FR23,FI19,0
24995,FR23,FI1A,0
24996,FR23,FI20,0
24997,FR23,FR10,0
24998,FR23,FR21,0
24999,FR23,FR22,0
25000,FR23,FR23,0
25001,FR23,FR24,0
25002,FR23,FR25,0
25003,FR23,FR26,0
25004,FR23,FR30,0
25005,FR23,FR41,1
25006,FR23,FR42,1
25007,FR23,FR43,0
25008,FR23,FR51,0
25009,FR23,FR52,0
25010,FR23,FR53,0
25011,FR23,FR61,0
25012,FR23,FR62,0
25013,FR23,FR63,0
25014,FR23,FR71,0
25015,FR23,FR72,0
25016,FR23,FR81,0
25017,FR23,FR82,0
25018,FR23,FR83,0
25019,FR23,GR11,0
25020,FR23,GR12,0
25021,FR23,GR13,0
25022,FR23,GR14,0
25023,FR23,GR21,0
25024,FR23,GR22,0
25025,FR23,GR23,0
25026,FR23,GR24,0
25027,FR23,GR25,0
25028,FR23,GR30,0
25029,FR23,GR41,0
25030,FR23,GR42,0
25031,FR23,GR43,0
25032,FR23,HU10,1
25033,FR23,HU21,0
25034,FR23,HU22,0
25035,FR23,HU23,0
25036,FR23,HU31,0
25037,FR23,HU32,0
25038,FR23,HU33,0
25039,FR23,IE01,0
25040,FR23,IE02,0
25041,FR23,ITC1,0
25042,FR23,ITC2,0
25043,FR23,ITC3,0
25044,FR23,ITC4,0
25045,FR23,ITD1,0
25046,FR23,ITD2,0
25047,FR23,ITD3,1
25048,FR23,ITD4,0
25049,FR23,ITD5,0
