DATAFLOW,LAST UPDATE,freq,isced11,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT16,2006,5.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT16,2007,5.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT16,2008,5.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT16,2009,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT16,2010,7.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2000,5.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2001,4.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2002,6.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2003,8.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2004,7.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2005,8.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2006,8.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2007,8.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2008,8.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2009,9.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT17,2010,11.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2000,5.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2001,5.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2002,7.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2003,7.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2004,8.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2005,9.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2006,9.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2007,8.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2008,8.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2009,10.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT18,2010,11.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2000,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2001,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2002,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2003,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2004,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2005,,bu
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2006,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2007,4.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2008,5.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2009,6.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT20,2010,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2000,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2001,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2002,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2003,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2004,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2005,4.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2006,5.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2007,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2008,5.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2009,7.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,PT30,2010,7.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2000,7.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2001,7.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2002,7.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2003,5.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2004,6.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2005,5.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2006,5.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2007,4.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2008,3.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2009,5.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO11,2010,6.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2000,7.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2001,6.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2002,8.2,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2003,7.0,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2004,8.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2005,8.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2006,9.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2007,8.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2008,8.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2009,10.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO12,2010,10.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2000,6.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2001,5.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2002,6.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2003,5.8,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2004,5.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2005,5.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2006,5.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2007,5.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2008,4.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2009,6.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO21,2010,5.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2000,8.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2001,8.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2002,10.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2003,7.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2004,8.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2005,7.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2006,9.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2007,8.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2008,7.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2009,7.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO22,2010,8.2,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2000,6.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2001,6.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2002,10.2,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2003,7.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2004,9.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2005,9.2,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2006,9.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2007,8.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2008,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2009,8.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO31,2010,7.8,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2000,6.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2001,9.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2002,8.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2003,9.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2004,8.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2005,6.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2006,4.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2007,4.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2008,3.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2009,4.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO32,2010,4.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2000,5.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2001,5.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2002,6.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2003,6.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2004,7.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2005,6.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2006,7.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2007,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2008,6.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2009,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO41,2010,7.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2000,7.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2001,5.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2002,6.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2003,7.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2004,8.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2005,6.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2006,6.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2007,5.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2008,5.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2009,6.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,RO42,2010,6.0,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2000,3.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2001,3.2,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2002,3.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2003,5.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2004,5.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2005,6.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2006,6.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2007,5.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2008,5.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2009,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE11,2010,7.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2000,5.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2001,5.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2002,5.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2003,5.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2004,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2005,8.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2006,7.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2007,6.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2008,6.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2009,9.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE12,2010,9.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2000,4.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2001,3.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2002,3.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2003,4.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2004,5.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2005,5.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2006,5.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2007,5.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2008,5.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2009,8.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE21,2010,7.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2000,7.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2001,5.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2002,6.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2003,6.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2004,8.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2005,8.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2006,8.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2007,7.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2008,7.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2009,8.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE22,2010,8.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2000,5.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2001,4.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2002,4.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2003,4.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2004,6.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2005,6.8,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2006,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2007,5.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2008,6.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2009,8.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE23,2010,8.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2000,6.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2001,6.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2002,5.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2003,6.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2004,8.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2005,8.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2006,7.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2007,6.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2008,6.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2009,9.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE31,2010,9.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE32,2000,7.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE32,2001,6.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE32,2002,5.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,SE32,2003,5.9,
