,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont
504,R246,UKK1,Gloucestershire_Wiltshire_and_North_Somerset,2001,UK,UKK,25984.9943194,1.7823163152670665,1.6737704581342312,3.3211331443261014,4.165554298828315,5.343789344544922,1.0237233468700968,0.023723346870096806,0.9872677526722814,-0.012732247327718604,0.9890959499091257,-0.010904050090874251,0.9820656895627586,-0.017934310437241363,0.978663758234833,-0.02133624176516702,0.9819416088539232,-0.01805839114607677,1.0237233468700968,0.023723346870096806,0.023723346870096806,1.0,1.0,-1.0,-1.0,-0.4384638160188056
505,R247,UKK2,Dorset_and_Somerset,2001,UK,UKK,11171.36984312,1.8732305651567944,1.7982198977092312,3.5719973743055675,4.231078291622767,5.395010119385915,0.9898600160108898,-0.010139983989110202,1.008570444835647,0.008570444835646951,0.9961515197743815,-0.003848480225618456,0.978401094896374,-0.021598905103626054,0.9971846193793525,-0.0028153806206474563,1.0004003239035077,0.0004003239035077488,0.9898600160108898,-0.010139983989110202,-0.010139983989110202,-1.0,-1.0,-1.0,-1.0,-1.2400153716106803
506,R248,UKK3,Cornwall_and_Isles_of_Scilly,2001,UK,UKK,3733.734392832,1.8396179968932902,1.781418605798977,3.2958055099918724,4.153583225361262,5.376674516268399,1.1019485746997795,0.10194857469977947,0.9799205482005244,-0.020079451799475567,1.0042634515947824,0.004263451594782364,1.0022322246571054,0.002232224657105375,1.0036201076872426,0.003620107687242635,0.9925869028897667,-0.007413097110233302,1.1019485746997795,0.10194857469977947,0.10194857469977947,1.0,1.0,1.0,1.0,1.413142374586133
507,R249,UKK4,Devon,2001,UK,UKK,10071.43159037,1.8938647143291598,1.8182782464902802,3.6571860379696224,4.26759937853189,5.418875503625955,1.0829479722054545,0.08294797220545447,1.0145996321159143,0.014599632115914307,1.0141007330451308,0.01410073304513082,1.0057307608423023,0.005730760842302285,1.0117821579239619,0.011782157923961867,0.9910739153986609,-0.008926084601339146,1.0829479722054545,0.08294797220545447,0.08294797220545447,1.0,1.0,1.0,1.0,0.9633944584750328
508,R250,UKL1,West_Wales_and_The_Valleys,2001,UK,UKL,11932.13512124,1.9887672934208975,2.916231890034813,3.357511337523313,3.9241785016818937,4.649150987495915,0.9522458080072749,-0.047754191992725126,0.9853124019945424,-0.014687598005457603,0.9858824023051881,-0.014117597694811912,0.978626627487706,-0.021373372512293987,0.9821065452900504,-0.01789345470994963,1.011849571948756,0.01184957194875591,0.9522458080072749,-0.047754191992725126,-0.047754191992725126,-1.0,-1.0,-1.0,-1.0,-2.130350910752027
509,R251,UKL2,East_Wales,2001,UK,UKL,10401.768222817,2.1983967816949903,3.580178723407829,3.530336476158663,3.9801217432390006,4.787740733546356,1.0167330976465863,0.01673309764658626,0.9948479932008766,-0.005152006799123421,0.9973423463958937,-0.0026576536041063026,0.9952824312274913,-0.004717568772508729,0.9894423564190944,-0.010557643580905607,0.9797257483359917,-0.020274251664008314,1.0167330976465863,0.01673309764658626,0.01673309764658626,1.0,1.0,-1.0,-1.0,-0.6039243598257765
510,R252,UKM2,North_Eastern_Scotland,2001,UK,UKM,6291.95466017,2.2415296089001213,5.0477920261641565,3.3773672390957756,3.90962688299856,4.7564234028101575,0.9859052337017372,-0.014094766298262784,0.9872520118178704,-0.012747988182129633,0.9845072101169791,-0.015492789883020941,0.982498051273481,-0.017501948726519,0.97953219841539,-0.020467801584610035,0.9830640550006302,-0.01693594499936979,0.9859052337017372,-0.014094766298262784,-0.014094766298262784,-1.0,-1.0,-1.0,-1.0,-1.3336258296340855
511,R253,UKM3,Eastern_Scotland,2001,UK,UKM,19290.3855971,1.7690792564665512,2.621790340917728,2.9862471274267577,3.7712210712696064,4.800788632252971,1.0117915392632602,0.011791539263260153,0.9862757314829979,-0.013724268517002147,0.987026112449557,-0.012973887550443042,0.9870157171793149,-0.012984282820685089,0.9669765010087913,-0.03302349899120871,0.965727769426778,-0.03427223057322204,1.0117915392632602,0.011791539263260153,0.011791539263260153,1.0,1.0,-1.0,-1.0,-0.7208919973470627
512,R254,UKM5,South_Western_Scotland,2001,UK,UKM,22713.22402012,1.7290114322004257,2.37892789397493,2.974707051220315,3.789141534949845,4.798219797493213,1.0425847688560939,0.04258476885609386,0.9852686150162308,-0.014731384983769247,0.9884507167339798,-0.011549283266020227,0.9886934845675213,-0.011306515432478736,0.972727239896586,-0.02727276010341395,0.9680240350537138,-0.031975964946286184,1.0425847688560939,0.04258476885609386,0.04258476885609386,1.0,1.0,1.0,1.0,0.007989670686570378
513,R255,UKM6,Highlands_and_Islands,2001,UK,UKM,3813.197939329,2.3274235625841695,6.903742247564432,2.0000000000000124,3.8591846207304115,4.816797744016589,1.0628581791893636,0.06285817918936365,0.8510653021050208,-0.14893469789497915,0.9919124414114607,-0.008087558588539268,1.0105384799963935,0.010538479996393457,0.9839374346810074,-0.01606256531899264,0.9566469985757172,-0.04335300142428278,1.0628581791893636,0.06285817918936365,0.06285817918936365,1.0,1.0,1.0,1.0,0.4878651931904817
514,R256,UKN0,Northern_Ireland,2001,UK,UKN,16094.09733289,1.7684019798628516,1.633288730440688,3.3511897395087047,4.384451570552518,5.737294148186469,0.9842392926654513,-0.015760707334548707,0.9928845478130746,-0.007115452186925442,0.9881625691100091,-0.011837430889990896,0.9729266410363817,-0.027073358963618288,0.9917946582044626,-0.008205341795537446,1.0038110895539356,0.0038110895539356093,0.9842392926654513,-0.015760707334548707,-0.015760707334548707,-1.0,-1.0,-1.0,-1.0,-1.373058974433433
532,R1,AT11,Burgenland,2002,AT,AT1,2428.6030661,1.869461888209874,1.9675476083372416,2.3558067049399263,4.149081499430055,5.270005810481223,1.1278409456070677,0.07169966516645432,0.7776657045209027,-0.24752140967590497,0.985620368277502,-0.04570939476893732,0.9539363472302874,-0.068989164367658,0.9949367077838521,-0.03769988249182077,0.9516649446990707,-0.05024671835886074,1.1278409456070677,0.1278409456070677,0.07169966516645432,1.0,1.0,1.0,1.0,0.468441020664303
533,R2,AT12,Niederosterreich,2002,AT,AT1,15988.4583281,1.882649339490727,1.7918200179644335,2.3185790553518437,4.172047055205946,5.403389651049089,1.0262268538399146,0.018646471733227976,0.7508812902578974,-0.2748624735474776,0.9599189154042935,-0.0627437695196642,0.971407478638109,-0.05031279063159244,0.9938150431921203,-0.026138474366358966,0.9723379801281945,-0.030766282466812345,1.0262268538399146,0.026226853839914632,0.018646471733227976,-1.0,-1.0,-1.0,-1.0,-0.6987460641923744
534,R3,AT13,Wien,2002,AT,AT1,25908.39776049,1.8831740150337684,1.9282486275427773,2.658761458310469,4.171765566558872,5.140085587232564,1.160405365195345,0.08093805837165102,0.8677988867614258,-0.13913185781021709,1.0214997670283585,-0.01142960838138496,1.0798490206857914,0.056769724061771276,1.0422564755678396,0.023824342127557463,0.9739697250041591,-0.0002352273383177117,1.160405365195345,0.16040536519534498,0.08093805837165102,1.0,1.0,1.0,1.0,0.8424912070930461
535,R4,AT21,Karnten,2002,AT,AT2,5595.94976995,1.8776106899109468,1.9565171180829681,2.4281384558876464,4.134717700382077,5.131639363378909,1.0856996116827504,0.03667179525847852,0.7943893932777895,-0.22539736382194908,0.9761468360269524,-0.04672527372182478,0.9622143182867106,-0.05798650830895402,1.0043677438703946,-0.025445280011831217,0.9623682501192492,-0.03507606920267636,1.0856996116827504,0.08569961168275042,0.03667179525847852,-1.0,1.0,-1.0,-1.0,-0.015614092555686677
536,R5,AT22,Steiermark,2002,AT,AT2,11876.378804510001,1.888201344677038,1.946552870289992,2.3973986166706522,4.098043553016512,5.061905001953637,1.0457964642014594,-0.001337560269212279,0.7784506818951501,-0.24182519738048847,0.9650400860218797,-0.06372156961661068,0.9315026146703344,-0.08925976597908403,0.9956206862119366,-0.02876474021633202,0.9665455100039927,-0.029141021511244203,1.0457964642014594,0.04579646420145944,-0.001337560269212279,-1.0,-1.0,-1.0,-1.0,-0.4739603472466069
537,R6,AT31,Oberosterreich,2002,AT,AT3,15441.820696499999,1.8810780522269948,1.8985172377989596,2.4032407869995547,4.141601947406183,5.317393285397344,1.0586810124784773,0.05781533790559057,0.775062927108888,-0.2500538191122603,0.971629835800512,-0.04956703584633604,0.9659525619491142,-0.053837246380710746,1.0080194011399533,-0.012289114866832263,0.9803306778757012,-0.0310165902909757,1.0586810124784773,0.058681012478477346,0.05781533790559057,1.0,-1.0,1.0,-1.0,-0.3259623867116791
538,R7,AT32,Salzburg,2002,AT,AT3,7391.29805766,1.8811337588588535,1.8481481880742578,2.4749141205127874,4.243287911644354,5.411067932675186,1.0398777232448944,0.014824947208929684,0.8161895502234715,-0.21179793313895723,0.9780342808245367,-0.046775526350391394,1.050282298699219,0.02983963488598329,1.0058052211112083,-0.01762812359931365,0.9887113808791941,-0.013074501255908144,1.0398777232448944,0.03987772324489436,0.014824947208929684,-1.0,-1.0,-1.0,-1.0,-0.5419457800047446
539,R8,AT33,Tirol,2002,AT,AT3,9432.950353,1.8957324019173885,1.8194796662783759,2.4611716451887062,4.2489027932864465,5.396522291256518,1.0561007123021737,0.030493421363553708,0.8151554333909709,-0.21463260822818253,0.9778103682673834,-0.04482522758314167,1.067742973105814,0.05353640352969413,1.007867043515414,-0.013773230941155568,0.9965134867797416,-0.01605827746615085,1.0561007123021737,0.05610071230217373,0.030493421363553708,-1.0,-1.0,-1.0,-1.0,-0.35560092393086945
540,R9,AT34,Vorarlberg,2002,AT,AT3,4779.32487931,1.867549589971263,1.7762126751607072,2.4880170124279735,4.191385035492323,5.104105533467403,1.1234749600573357,0.059607898808556437,0.8267911089552222,-0.19977820301298488,0.9952283081643515,-0.03247303981705507,0.9856565486015767,-0.012111794256681963,1.0146241244971392,-0.011773522409025183,0.9716625020238537,-0.023375689758389884,1.1234749600573357,0.12347496005733571,0.059607898808556437,1.0,1.0,1.0,1.0,0.4182912642900071
541,R10,BE10,Region_de_BruxellesCapitale,2002,BE,BE1,20489.494015599,1.9421933456667588,1.9422504465860333,2.758257258152006,4.388456825853931,4.929883494057741,1.062935964163767,0.03985001719070724,0.8971891690778719,-0.11133029270514627,0.9717215843627398,-0.03317858871920687,0.9108621025110913,-0.08908925790419198,1.0641454306125617,0.06125481585673698,1.0742759062438625,0.07798881849219985,1.062935964163767,0.06293596416376701,0.03985001719070724,1.0,1.0,-1.0,-1.0,-0.27708801734626176
542,R11,BE21,Prov_Antwerpen,2002,BE,BE2,22361.729484800002,1.982140742698781,1.7901507576669182,2.516973621138133,4.5218903598725815,5.228316283055911,1.0211212708343795,0.03888803922837003,0.8024252765368938,-0.20016256399497445,0.9653516798986586,-0.0353218655036911,0.9571610942022105,-0.043514801268755954,0.9951265387613717,-0.011222700771084115,1.027840878633831,0.00869845037517103,1.0211212708343795,0.021121270834379535,0.03888803922837003,1.0,-1.0,-1.0,-1.0,-0.7573911835954945
543,R12,BE22,Prov_Limburg_B,2002,BE,BE2,7758.820712240001,2.0319944921620947,2.087491209134836,2.431799468792594,4.431085875838282,5.248458822430099,1.0491788835598648,0.03645857556176546,0.7758017345559362,-0.22856289725982248,0.9523007902874479,-0.053917009664480986,0.9636111922775148,-0.03522161693427428,0.9391823666025898,-0.0604230793029511,0.9549543803881316,-0.04292173252358944,1.0491788835598648,0.04917888355986477,0.03645857556176546,1.0,1.0,-1.0,-1.0,-0.43510829314621213
544,R13,BE23,Prov_OostVlaanderen,2002,BE,BE2,14417.67001864,1.9338990916714887,1.8308230187979897,2.3853674995555028,4.4786071799743254,5.290527699002267,1.061355886823852,0.0384846783977284,0.7493063383392885,-0.25242707748235793,0.9456708265352153,-0.06227339451245906,0.9616076684157774,-0.039259137907012964,0.9372694128020743,-0.06156758100265358,0.944959454547123,-0.039252351630546856,1.061355886823852,0.06135588682385196,0.0384846783977284,1.0,1.0,-1.0,-1.0,-0.29523752625935235
545,R14,BE24,Prov_Vlaams_Brabant,2002,BE,BE2,11576.071504529998,2.0518461493907743,2.051590982993439,2.3438453512576767,4.365348652062756,5.080752628929085,1.0544756275742324,0.007217015751169731,0.7409084147251298,-0.2580577687023682,0.951509161535958,-0.053895972101438594,0.9531680344973762,-0.05939879320265751,0.9888614361141838,-0.005067309783329699,1.0040775780815259,0.012268417455096547,1.0544756275742324,0.05447562757423241,0.007217015751169731,-1.0,1.0,-1.0,-1.0,-0.3742674087979228
546,R15,BE25,Prov_WestVlaanderen,2002,BE,BE2,13053.505546190001,1.9508025344414122,1.7502804646314687,2.4418856506811886,4.512250866980612,5.309915940447143,1.0284752686234382,0.006496192993738159,0.7639701620062447,-0.23978467459665231,0.93865182455674,-0.06917954474475774,0.9477396878501407,-0.05497996890747148,0.9387511371677716,-0.06543149131964221,0.9671698672935154,-0.032164433906859635,1.0284752686234382,0.028475268623438188,0.006496192993738159,-1.0,-1.0,-1.0,-1.0,-0.6729197181503008
547,R16,BE31,Prov_Brabant_Wallon,2002,BE,BE3,4076.86471939,2.0979472490544224,2.284745639781648,2.4410258334969024,4.433693958047898,5.186624651987049,1.0741449128051392,0.03590987116924649,0.7709545487341902,-0.22901678789109003,0.9416141266501993,-0.06382489107688316,0.9575153600544326,-0.05312048741044717,0.9404310141067934,-0.06145540889136847,0.9725119978073383,-0.03627425449230415,1.0741449128051392,0.07414491280513924,0.03590987116924649,1.0,1.0,-1.0,-1.0,-0.14833677958476316
548,R17,BE32,Prov_Hainaut,2002,BE,BE3,9229.16685752,1.9288335744334608,2.0395400250198974,2.3885050791765847,4.3543213941682835,5.243650524095404,1.0073105416032382,-0.0010642451164570854,0.7470019020220933,-0.25699979496300807,0.9167820545497593,-0.08758284259157223,0.9353158962960376,-0.0606198073016162,0.9169546083078514,-0.08461182078851526,0.9343652633907187,-0.05860852701186059,1.0073105416032382,0.007310541603238185,-0.0010642451164570854,-1.0,-1.0,-1.0,-1.0,-0.9160276926731803
549,R18,BE33,Prov_Liege,2002,BE,BE3,8346.64662967,1.9829780936528993,2.0318352432672477,2.414819376494477,4.39763544550736,5.245726110522318,1.0074037792835968,0.0055633435679514065,0.7611993201996384,-0.24636708435590748,0.9307770588936829,-0.07247491985774979,0.9436174633139595,-0.04964552376150588,0.9319788509290062,-0.07063902071957895,0.9590947827744826,-0.04548451088982086,1.0074037792835968,0.007403779283596812,0.0055633435679514065,-1.0,-1.0,-1.0,-1.0,-0.9149567209758103
550,R19,BE34,Prov_Luxembourg_B,2002,BE,BE3,2122.547404432,2.021047533890208,2.1264496668035417,2.5042670965279905,4.5556221782135475,5.479276430343707,1.0249775526840408,0.049704861256742894,0.8042192030080597,-0.20965994686727063,0.9514979787177776,-0.0450464138185902,0.9551359367710289,-0.036698546289885225,0.9398842158197661,-0.07425092037711656,0.9642300836592493,-0.0643020748848645,1.0249775526840408,0.024977552684040782,0.049704861256742894,1.0,-1.0,1.0,-1.0,-0.713096122819812
551,R20,BE35,Prov_Namur,2002,BE,BE3,3561.784950536,1.985543226866776,2.181676464202457,2.4584716556192836,4.440872231517363,5.321367168577731,1.0518121670446856,0.00977185049507856,0.7705232471513449,-0.23006933997140877,0.9384171883895781,-0.07446330748147367,0.958552604604399,-0.03544699600998902,0.8996582863649114,-0.09950599171074204,0.9148294779203223,-0.07177338111800069,1.0518121670446856,0.05181216704468561,0.00977185049507856,-1.0,1.0,-1.0,-1.0,-0.4048611648119628
552,R21,CZ01,Praha,2002,CZ,CZ0,10383.291751820001,2.088579768295783,1.4145455116227257,0.9999999999999968,4.879396456239983,6.108216867782078,1.3098583807020792,0.16473221010865124,0.9999999999999915,-3.219646771412954e-15,0.965179583748785,-0.04425865233132964,1.0107939138809388,-0.008555247250549014,1.009485745003655,0.010589434856798086,1.026004308295252,0.03385918494872975,1.3098583807020792,0.30985838070207916,0.16473221010865124,1.0,1.0,1.0,1.0,2.5591785922646837
553,R22,CZ02,Stredni_Cechy,2002,CZ,CZ0,4954.17327564,2.077812534627798,1.3133918299448055,2.7652483928404408,5.300088079230037,6.162444393744181,1.3056191739228136,0.19568700540232653,0.6352674769395869,-0.3405593372683987,0.9580749656405384,-0.05232822881366517,1.022973620774625,0.007433448792607544,0.9750387563925704,-0.02773100532041428,0.9729489233213546,-0.02202372797298402,1.3056191739228136,0.30561917392281357,0.19568700540232653,1.0,1.0,1.0,1.0,2.5104850762695423
554,R23,CZ03,Jihozapad,2002,CZ,CZ0,4580.92350449,2.0772650378058346,1.3803915562652485,2.7115071435168345,5.1332144269226205,6.077885301612717,1.248711426341245,0.14128012769956189,0.6264065825366888,-0.35382446459680683,0.9556199584877016,-0.055668542953304145,1.0380761996591512,0.02144074821549946,0.9807433785028687,-0.02377746586219498,0.9983166343746859,0.0028420434552215434,1.248711426341245,0.2487114263412451,0.14128012769956189,-1.0,-1.0,1.0,1.0,1.8568160147215105
555,R24,CZ04,Severozapad,2002,CZ,CZ0,4010.83130669,2.0786614936533323,1.3709375571726452,2.69669067350698,5.114129963317175,6.359612506340688,1.2638501207112383,0.1816471151662249,0.6274051648412445,-0.35358978340455505,0.9551517619324043,-0.0559233649308436,1.0785285520589953,0.06143013153017152,0.9822456807674486,-0.024688988318762095,0.9859816397695796,-0.01831207339903751,1.2638501207112383,0.26385012071123826,0.1816471151662249,1.0,-1.0,1.0,1.0,2.030706153805155
556,R25,CZ05,Severovychod,2002,CZ,CZ0,5579.81927326,2.089014664880466,1.404131587272364,2.6879149995259097,5.112383312482566,5.907826832864762,1.2241288333997982,0.13096218678071314,0.6258522881859695,-0.3520096999999093,0.9428374413012897,-0.06652834692710807,1.0057286811305282,-0.009519524302242122,0.9750306522801302,-0.029078595629377535,0.9942367176310483,-0.006082150951097098,1.2241288333997982,0.22412883339979817,0.13096218678071314,-1.0,-1.0,1.0,1.0,1.5744488302635309
557,R26,CZ06,Jihovychod,2002,CZ,CZ0,6320.69345211,2.0580079257381407,1.3604014010621146,2.7562087970364155,5.144191657091269,6.026073570076058,1.262240970773426,0.13612848669141941,0.6451272326102514,-0.33880200469778554,0.9507218704374394,-0.06021689552166154,1.0167157629690524,-0.0007000714897646976,0.9774619301279077,-0.026357150409069607,0.9964424953939278,0.00030934826943462834,1.262240970773426,0.2622409707734259,0.13612848669141941,-1.0,-1.0,1.0,1.0,2.0122227034062052
558,R27,CZ07,Stredni_Morava,2002,CZ,CZ0,4191.62709217,2.050956334036029,1.372650320671677,2.670459694170706,5.063532212474509,5.809748648722421,1.2495626999370975,0.15450654665674146,0.6322046690547047,-0.3488842564903232,0.9416157186966431,-0.06854402482034938,0.9974463995095498,-0.020884022160702398,0.9649459498525388,-0.0428102927150773,0.9741181186654622,-0.03302417348694586,1.2495626999370975,0.24956269993709745,0.15450654665674146,-1.0,-1.0,1.0,1.0,1.866594142237871
559,R28,CZ08,Moravskoslezko,2002,CZ,CZ0,3996.53639016,2.035287728831861,1.3984634165553091,2.668958592269293,4.903138774067419,5.933262468500946,1.2603012907302107,0.15278697611175374,0.6314799779622324,-0.3486106773784282,0.9370080493509987,-0.07300213175719827,1.0489621158485443,0.03209737956255476,0.9734901781217317,-0.034125912153100235,0.9877317648659962,-0.01612989365090467,1.2603012907302107,0.2603012907302107,0.15278697611175374,-1.0,-1.0,1.0,1.0,1.9899426292961806
560,R29,DE11,Stuttgart,2002,DE,DE1,52495.71599638,1.6773282705173453,1.5986731295350518,2.573258893912126,3.749086919568582,4.536164724105575,1.063838153204142,-0.016549761553996012,0.8291595951689095,-0.17029088174483686,0.9200931294176223,-0.08092909813736104,0.9916589604663635,-0.009344648870626804,0.9799475508087163,-0.01839188061881325,1.005291971198993,0.012013486384683691,1.063838153204142,0.0638381532041421,-0.016549761553996012,-1.0,1.0,-1.0,-1.0,-0.2667250511698969
561,R30,DE12,Karlsruhe,2002,DE,DE1,35483.697557139996,1.6556186311176582,1.559552503501956,2.5407638082428305,3.753365584832994,4.519110677581567,1.0832589513461515,0.03155379444377426,0.8253152458438708,-0.1740355769902049,0.928067729616701,-0.06808876747969916,0.987507451748059,-0.004953288946598522,0.9824844180120853,-0.013611253141353141,0.9970708555422657,0.004211650706259951,1.0832589513461515,0.08325895134615147,0.03155379444377426,1.0,1.0,-1.0,-1.0,-0.0436486611264319
562,R31,DE13,Freiburg,2002,DE,DE1,24419.42447152,1.5996220122633562,1.5024229675306418,2.4491180656069913,3.760260501219943,4.405044282899568,1.0368252173653072,0.007371203722005726,0.7845136711968743,-0.2170095477843954,0.9046867666809885,-0.09036213239226798,0.9325046642267217,-0.05575281497415818,0.9290518012165149,-0.07095935330514214,0.9562112140494731,-0.04690390411114087,1.0368252173653072,0.036825217365307195,0.007371203722005726,-1.0,-1.0,-1.0,-1.0,-0.5770082932560308
563,R32,DE14,Tubingen,2002,DE,DE1,21624.42407844,1.6276390841390045,1.5445616904788964,2.4399071616898995,3.70400953784122,4.443570299525513,1.0425392372543523,-0.004122136319904435,0.7803848492787862,-0.2180292838878518,0.8895498665436496,-0.10954775129657335,0.9394269829906463,-0.05425259587133213,0.9289573086402514,-0.06747982066919034,0.9551584837414563,-0.039178811398554836,1.0425392372543523,0.04253923725435227,-0.004122136319904435,-1.0,-1.0,-1.0,-1.0,-0.5113743826327852
564,R33,DE21,Oberbayern,2002,DE,DE2,72594.5344299,1.6736712349695864,1.4422712705051444,2.7384163495348455,3.9624801008899406,4.745049584585949,1.0386280383497162,0.014675784980866302,0.8701784585680171,-0.12636086260360613,0.9332595855857765,-0.05719360576601529,0.992258061121898,0.0033879197631282443,0.9731468299574421,-0.02020865488344581,1.0039881895686693,0.0029873325096769765,1.0386280383497162,0.038628038349716176,0.014675784980866302,-1.0,-1.0,-1.0,-1.0,-0.5563002464416915
565,R34,DE22,Niederbayern,2002,DE,DE2,13566.411525200001,1.6088309205923543,1.476582495430212,2.574747911394102,3.791716235032952,4.518002248247391,1.1084791189203496,0.020618934913910536,0.8161921000020738,-0.18332241273939054,0.9066299904724401,-0.09708493840031307,0.92156971829334,-0.07762948027686944,0.9128023925761881,-0.08025406950692004,0.9173728595956779,-0.05810829462276201,1.1084791189203496,0.10847911892034956,0.020618934913910536,-1.0,1.0,-1.0,1.0,0.24604200439640475
566,R35,DE23,Oberpfalz,2002,DE,DE2,12024.09518207,1.6425655441486398,1.6071226641339587,2.302556979428579,3.6212468222725254,4.472151502037548,1.0179481811373787,0.05184456436732621,0.7325203240189174,-0.2678150576466417,0.8714042948151853,-0.11088523675030315,0.9217374117408754,-0.06514342667739093,0.9209295032477456,-0.07802188125396925,0.954846260365554,-0.06468521278389561,1.0179481811373787,0.017948181137378727,0.05184456436732621,1.0,-1.0,1.0,-1.0,-0.7938387790915783
567,R36,DE24,Oberfranken,2002,DE,DE2,11473.92307773,1.6531226341656104,1.6477768823208938,2.2628350256018335,3.65020324293199,4.351814406788493,1.0679897259797138,-0.002120950427820123,0.7146516971168246,-0.28333869636548326,0.8966125448652862,-0.10963948556234504,0.9409623576975922,-0.06937032000194321,0.9094661174932538,-0.08240725247401304,0.9206968998615479,-0.05728874824919594,1.0679897259797138,0.06798972597971376,-0.002120950427820123,-1.0,1.0,-1.0,-1.0,-0.2190381404154951
568,R37,DE25,Mittelfranken,2002,DE,DE2,19875.18772114,1.6564494241615586,1.6457580396002238,2.325312082344208,3.587922643339308,4.415583460856817,1.0027557472269497,0.08366262607468278,0.7517666375590037,-0.24995299690288975,0.8863668842616055,-0.09332203807330419,0.9600951265171711,-0.008842851620382786,0.9546359285056373,-0.04731194301718522,0.9805511346338253,-0.05058012421059488,1.0027557472269497,0.002755747226949712,0.08366262607468278,1.0,-1.0,1.0,-1.0,-0.9683461957245477
569,R38,DE26,Unterfranken,2002,DE,DE2,15693.54278697,1.6718277275766906,1.6629227004448845,2.3325397221893907,3.6629907060316023,4.459264802396606,1.0895255382606557,0.03550245823145537,0.7434079219966039,-0.25581018157273017,0.8986326239560583,-0.10324102901161236,0.9670763384956227,-0.03416569404392433,0.9291784776736808,-0.06749262901006137,0.9391185118097555,-0.052507398903121394,1.0895255382606557,0.08952553826065568,0.03550245823145537,1.0,1.0,-1.0,1.0,0.028332293341002762
570,R39,DE27,Schwaben,2002,DE,DE2,21927.80803003,1.6234182270010438,1.4640787005795575,2.473099064691186,3.812241924490329,4.5380384280591475,1.1204495065107436,0.07995315642046164,0.7767297216450088,-0.22703524939025332,0.9138946805617745,-0.08644699189372052,0.9558221674867297,-0.04247903254052543,0.921832854166382,-0.07729286758842657,0.9210703543945353,-0.07530516275607058,1.1204495065107436,0.1204495065107436,0.07995315642046164,1.0,1.0,1.0,1.0,0.38353948681500893
571,R40,DE30,Berlin,2002,DE,DE3,33410.224927279996,1.6410739019290104,1.6477659407501615,2.5358498090358106,3.7711417922410013,4.547180298593528,1.0254343761700768,0.02527872924719654,0.8275645961107819,-0.16993069776151593,0.9593798914485809,-0.03356376814745343,1.003100224897015,0.011531469717042997,1.0097451226626895,0.01227577838619065,1.0252184890817393,0.02204214101566304,1.0254343761700768,0.025434376170076822,0.02527872924719654,1.0,-1.0,-1.0,-1.0,-0.7078488341447109
572,R41,DE41,Brandenburg__Nordost,2002,DE,DE4,8751.76078172,1.4999389010996236,1.6122454218559228,2.3050637584256695,3.6074002105215106,4.4967979957051085,1.1116831861084309,0.003918725228252873,0.7427943351012184,-0.2547460847808588,0.8745713558762587,-0.14039639266579473,0.9593849008292368,-0.05535514813904552,0.8131689054916503,-0.17899388835586572,0.7996437287941797,-0.166345758086357,1.1116831861084309,0.11168318610843087,0.003918725228252873,-1.0,1.0,-1.0,1.0,0.2828454218742789
573,R42,DE42,Brandenburg__Sudwest,2002,DE,DE4,11382.44235243,1.627121086215517,1.688845200775544,2.5025726207904606,3.812086941239222,4.525004153744497,1.0378155353086698,0.05107478705388546,0.81776658849088,-0.1801706719039996,0.9336634665113845,-0.06417019841423177,0.9675823441829767,-0.028122557239360413,0.9421396641423574,-0.06314666522184709,0.9567879098061475,-0.0624171439296749,1.0378155353086698,0.03781553530866977,0.05107478705388546,1.0,-1.0,1.0,-1.0,-0.5656330371936795
574,R43,DE50,Bremen,2002,DE,DE5,10981.494769723,1.6604244324778463,1.5315368222436034,2.425291307308486,3.7552664922351093,4.634587233259138,1.0942995812236862,0.056259691739478646,0.7900014381759365,-0.20521840569071026,0.9368871160877454,-0.06293169644566787,1.008171222883087,0.005732719631346361,0.9814408255083796,-0.011270655598421553,0.9818922951625808,-0.004892219458422331,1.0942995812236862,0.0942995812236862,0.056259691739478646,1.0,1.0,1.0,1.0,0.0831691884221371
575,R44,DE60,Hamburg,2002,DE,DE6,42983.72359372,1.7030687598993224,1.422920312747384,2.5639764221040986,4.024379428846402,4.801091160470657,1.1178616404592976,0.030758299694805258,0.8308918939202627,-0.1682883629426013,0.9704994396868766,-0.03575785654940267,1.0201960527478968,0.00724351037553328,1.0382600520048282,0.048632709586688194,1.0339512333739405,0.06467956482919912,1.1178616404592976,0.11786164045929759,0.030758299694805258,1.0,1.0,-1.0,1.0,0.3538140444077855
576,R45,DE71,Darmstadt,2002,DE,DE7,64445.8539142,1.7191909678201025,1.5319556860906165,2.6337730729624433,3.8866131259287764,4.597012705061621,1.0659496795653347,0.012270264608904125,0.8586141492581273,-0.14007994223511766,0.9666340637968915,-0.03526524977048173,1.0072366190320532,0.0056862067201244315,1.061156166750624,0.06565011587324843,1.0757500146625976,0.08569888407008763,1.0659496795653347,0.0659496795653347,0.012270264608904125,-1.0,1.0,-1.0,-1.0,-0.24247106970671667
